小区标识,所属eNodeB标识,天线方向角,经度,纬度,距离(米),B经度,B纬度
126.458752.1,458752,40,104.067636,30.665546,500,,
126.458752.31,458752,40,104.067636,30.665546,500,,
126.458752.32,458752,210,104.067636,30.665546,500,,
126.458752.33,458752,300,104.067636,30.665546,500,,
126.458753.31,458753,60,104.00254,30.70645,500,,
126.458753.32,458753,180,104.00254,30.70645,500,,
126.458753.33,458753,300,104.00254,30.70645,500,,
126.458754.1,458754,60,104.116944,30.608611,500,,
126.458754.31,458754,60,104.116944,30.608611,500,,
126.458754.32,458754,180,104.116944,30.608611,500,,
126.458754.33,458754,270,104.116944,30.608611,500,,
126.458755.31,458755,60,104.026,30.6643,500,,
126.458755.32,458755,180,104.026,30.6643,500,,
126.458755.33,458755,300,104.026,30.6643,500,,
126.458756.31,458756,60,103.961001,30.7672,500,,
126.458756.32,458756,180,103.961001,30.7672,500,,
126.458756.33,458756,320,103.961001,30.7672,500,,
126.458757.1,458757,60,104.101001,30.6775,500,,
126.458757.31,458757,60,104.101001,30.6775,500,,
126.458757.32,458757,180,104.101001,30.6775,500,,
126.458757.33,458757,300,104.101001,30.6775,500,,
126.458758.31,458758,100,104.05659,30.65635,500,,
126.458758.32,458758,190,104.05659,30.65635,500,,
126.458758.33,458758,270,104.05659,30.65635,500,,
126.458759.31,458759,90,104.02957,30.64835,500,,
126.458759.32,458759,0,104.02957,30.64835,500,,
126.458759.33,458759,0,104.02957,30.64835,500,,
126.458759.34,458759,270,104.035019,30.644191,500,,
126.458759.35,458759,0,104.029517,30.650219,500,,
126.458759.36,458759,0,104.03276,30.65063,500,,
126.458760.31,458760,60,103.98001,30.733888,500,,
126.458760.32,458760,180,103.98001,30.733888,500,,
126.458760.33,458760,300,103.98001,30.733888,500,,
126.458761.1,458761,0,103.965833,30.730555,500,,
126.458761.2,458761,0,103.965932,30.730556,500,,
126.458761.31,458761,0,103.965833,30.730555,500,,
126.458761.32,458761,0,103.965833,30.730555,500,,
126.458761.33,458761,0,103.965833,30.730555,500,,
126.458761.34,458761,0,103.965932,30.730556,500,,
126.458761.5,458761,0,103.965833,30.730555,500,,
126.458761.6,458761,0,103.965833,30.730555,500,,
126.458762.1,458762,0,104.081388,30.632222,500,,
126.458762.31,458762,0,104.081388,30.632222,500,,
126.458762.32,458762,180,104.081388,30.632222,500,,
126.458762.33,458762,0,104.081388,30.632222,500,,
126.458763.31,458763,5,104.07481,30.58182,500,,
126.458763.32,458763,210,104.07481,30.58182,500,,
126.458763.33,458763,310,104.07481,30.58182,500,,
126.458764.31,458764,50,104.0792,30.6667,500,,
126.458764.32,458764,50,104.0792,30.6667,500,,
126.458764.33,458764,230,104.0792,30.6667,500,,
126.458764.34,458764,230,104.0792,30.6667,500,,
126.458765.31,458765,20,104.028333,30.627777,500,,
126.458765.32,458765,220,104.028333,30.627777,500,,
126.458765.33,458765,0,104.028333,30.627777,500,,
126.458765.34,458765,20,104.028333,30.627777,500,,
126.458766.31,458766,60,104.05705,30.66039,500,,
126.458766.32,458766,180,104.05705,30.66039,500,,
126.458766.33,458766,300,104.05705,30.66039,500,,
126.458767.31,458767,90,104.075833,30.643333,500,,
126.458767.32,458767,190,104.075833,30.643333,500,,
126.458767.33,458767,290,104.075833,30.643333,500,,
126.458768.31,458768,90,103.986001,30.6697,500,,
126.458768.32,458768,180,103.986001,30.6697,500,,
126.458768.33,458768,330,103.986001,30.6697,500,,
126.458769.31,458769,90,104.067777,30.671944,500,,
126.458769.32,458769,160,104.067777,30.671944,500,,
126.458769.33,458769,260,104.067777,30.671944,500,,
126.458770.31,458770,20,104.025001,30.5912,500,,
126.458770.32,458770,180,104.025001,30.5912,500,,
126.458770.33,458770,270,104.025001,30.5912,500,,
126.458771.31,458771,60,104.026666,30.603888,500,,
126.458771.32,458771,180,104.026666,30.603888,500,,
126.458771.33,458771,300,104.026666,30.603888,500,,
126.458771.4,458771,60,104.026666,30.603888,500,,
126.458771.5,458771,180,104.026666,30.603888,500,,
126.458771.6,458771,300,104.026666,30.603888,500,,
126.458772.31,458772,70,104.038,30.6939,500,,
126.458772.32,458772,180,104.038,30.6939,500,,
126.458772.33,458772,330,104.038,30.6939,500,,
126.458773.31,458773,90,104.102222,30.684722,500,,
126.458773.32,458773,190,104.102222,30.684722,500,,
126.458773.33,458773,340,104.102222,30.684722,500,,
126.458774.31,458774,10,104.023001,30.6489,500,,
126.458774.32,458774,0,104.023001,30.6489,500,,
126.458774.33,458774,0,104.023001,30.6489,500,,
126.458774.34,458774,310,104.023001,30.6489,500,,
126.458775.31,458775,54,104.022777,30.610277,500,,
126.458775.32,458775,180,104.022777,30.610277,500,,
126.458775.33,458775,310,104.022777,30.610277,500,,
126.458776.31,458776,10,104.074512,30.666213,500,,
126.458776.32,458776,100,104.074512,30.666213,500,,
126.458776.33,458776,190,104.074512,30.666213,500,,
126.458777.31,458777,60,104.111666,30.653888,500,,
126.458777.32,458777,180,104.111666,30.653888,500,,
126.458777.33,458777,300,104.111666,30.653888,500,,
126.458778.31,458778,60,104.0075,30.704722,500,,
126.458778.32,458778,180,104.0075,30.704722,500,,
126.458778.33,458778,300,104.0075,30.704722,500,,
126.458779.31,458779,60,104.0138,30.68271,500,,
126.458779.32,458779,180,104.0138,30.68271,500,,
126.458779.33,458779,300,104.0138,30.68271,500,,
126.458780.31,458780,60,103.9838,30.6637,500,,
126.458780.32,458780,180,103.9838,30.6637,500,,
126.458780.33,458780,300,103.9838,30.6637,500,,
126.458781.31,458781,80,104.028001,30.6316,500,,
126.458781.32,458781,180,104.028001,30.6316,500,,
126.458781.33,458781,336,104.028001,30.6316,500,,
126.458782.31,458782,60,104.056111,30.632777,500,,
126.458782.32,458782,175,104.056111,30.632777,500,,
126.458782.33,458782,330,104.056111,30.632777,500,,
126.458783.31,458783,60,104.016,30.6524,500,,
126.458783.32,458783,200,104.016,30.6524,500,,
126.458783.33,458783,310,104.016,30.6524,500,,
126.458784.31,458784,60,104.059166,30.624722,500,,
126.458784.32,458784,180,104.059166,30.624722,500,,
126.458784.33,458784,300,104.059166,30.624722,500,,
126.458785.31,458785,200,104.10833,30.65618,500,,
126.458785.32,458785,350,104.10833,30.65618,500,,
126.458786.31,458786,60,104.018,30.5837,500,,
126.458786.32,458786,180,104.018,30.5837,500,,
126.458786.33,458786,270,104.018,30.5837,500,,
126.458787.31,458787,60,104.074444,30.657222,500,,
126.458787.32,458787,180,104.074444,30.657222,500,,
126.458787.33,458787,300,104.074444,30.657222,500,,
126.458787.4,458787,60,104.074444,30.657222,500,,
126.458787.5,458787,180,104.074444,30.657222,500,,
126.458788.31,458788,70,104.052777,30.618888,500,,
126.458788.32,458788,210,104.052777,30.618888,500,,
126.458788.33,458788,310,104.052777,30.618888,500,,
126.458789.31,458789,60,104.037001,30.6345,500,,
126.458789.32,458789,180,104.037001,30.6345,500,,
126.458789.33,458789,300,104.037001,30.6345,500,,
126.458790.31,458790,140,104.048611,30.617777,500,,
126.458790.32,458790,210,104.048611,30.617777,500,,
126.458790.33,458790,0,104.048611,30.617777,500,,
126.458791.31,458791,41,104.073001,30.5907,500,,
126.458791.32,458791,180,104.073001,30.5907,500,,
126.458791.33,458791,300,104.073001,30.5907,500,,
126.458791.34,458791,41,104.073001,30.5907,500,,
126.458791.35,458791,180,104.073001,30.5907,500,,
126.458791.36,458791,300,104.073001,30.5907,500,,
126.458792.31,458792,60,104.057001,30.6164,500,,
126.458792.32,458792,180,104.057001,30.6164,500,,
126.458792.33,458792,300,104.057001,30.6164,500,,
126.458793.31,458793,55,104.070833,30.693611,500,,
126.458793.32,458793,175,104.070833,30.693611,500,,
126.458793.33,458793,295,104.070833,30.693611,500,,
126.458794.31,458794,60,104.047777,30.632777,500,,
126.458794.32,458794,160,104.047777,30.632777,500,,
126.458794.33,458794,300,104.047777,30.632777,500,,
126.458795.31,458795,30,104.050555,30.621944,500,,
126.458795.32,458795,310,104.050555,30.621944,500,,
126.458795.33,458795,190,104.050555,30.621944,500,,
126.458796.31,458796,60,104.03001,30.644722,500,,
126.458796.32,458796,180,104.03001,30.644722,500,,
126.458796.33,458796,300,104.03001,30.644722,500,,
126.458797.31,458797,60,104.096388,30.656388,500,,
126.458797.32,458797,180,104.096388,30.656388,500,,
126.458797.33,458797,300,104.096388,30.656388,500,,
126.458798.31,458798,60,104.053055,30.649166,500,,
126.458798.32,458798,180,104.053055,30.649166,500,,
126.458798.33,458798,300,104.053055,30.649166,500,,
126.458799.1,458799,60,104.067777,30.662222,500,,
126.458799.31,458799,60,104.067777,30.662222,500,,
126.458799.32,458799,180,104.067777,30.662222,500,,
126.458799.33,458799,300,104.067777,30.662222,500,,
126.458800.31,458800,80,104.076944,30.641944,500,,
126.458800.32,458800,200,104.076944,30.641944,500,,
126.458800.33,458800,300,104.076944,30.641944,500,,
126.458801.2,458801,,104.109722,30.685001,500,,
126.458801.31,458801,60,104.109722,30.685001,500,,
126.458801.32,458801,180,104.109722,30.685001,500,,
126.458801.33,458801,270,104.109722,30.685001,500,,
126.458802.31,458802,45,103.989722,30.636666,500,,
126.458802.32,458802,150,103.989722,30.636666,500,,
126.458802.33,458802,320,103.989722,30.636666,500,,
126.458803.31,458803,60,104.065277,30.612777,500,,
126.458803.32,458803,190,104.065277,30.612777,500,,
126.458803.33,458803,290,104.065277,30.612777,500,,
126.458804.31,458804,60,104.085001,30.6412,500,,
126.458804.32,458804,180,104.085001,30.6412,500,,
126.458804.33,458804,300,104.085001,30.6412,500,,
126.458805.31,458805,60,104.066111,30.611111,500,,
126.458805.32,458805,180,104.066111,30.611111,500,,
126.458805.33,458805,300,104.066111,30.611111,500,,
126.458806.31,458806,60,104.044722,30.646111,500,,
126.458806.32,458806,180,104.044722,30.646111,500,,
126.458806.33,458806,300,104.044722,30.646111,500,,
126.458806.4,458806,60,104.044722,30.646111,500,,
126.458806.5,458806,180,104.044722,30.646111,500,,
126.458806.6,458806,300,104.044722,30.646111,500,,
126.458807.31,458807,60,104.060833,30.6825,500,,
126.458807.32,458807,180,104.060833,30.6825,500,,
126.458807.33,458807,300,104.060833,30.6825,500,,
126.458807.4,458807,60,104.060833,30.6825,500,,
126.458807.5,458807,180,104.060833,30.6825,500,,
126.458807.6,458807,300,104.060833,30.6825,500,,
126.458808.31,458808,60,104.069722,30.6175,500,,
126.458808.32,458808,180,104.069722,30.6175,500,,
126.458808.33,458808,300,104.069722,30.6175,500,,
126.458809.31,458809,80,104.012777,30.643611,500,,
126.458809.32,458809,200,104.012777,30.643611,500,,
126.458809.33,458809,300,104.012777,30.643611,500,,
126.458810.31,458810,50,104.034444,30.614166,500,,
126.458810.32,458810,200,104.034444,30.614166,500,,
126.458810.33,458810,310,104.034444,30.614166,500,,
126.458811.31,458811,60,104.068055,30.595833,500,,
126.458811.32,458811,180,104.068055,30.595833,500,,
126.458811.33,458811,270,104.068055,30.595833,500,,
126.458811.34,458811,60,104.068055,30.595833,500,,
126.458811.35,458811,180,104.068055,30.595833,500,,
126.458811.36,458811,270,104.068055,30.595833,500,,
126.458812.31,458812,66,104.068055,30.653611,500,,
126.458812.32,458812,140,104.068055,30.653611,500,,
126.458812.33,458812,280,104.068055,30.653611,500,,
126.458813.31,458813,60,104.093611,30.626388,500,,
126.458813.32,458813,180,104.093611,30.626388,500,,
126.458813.33,458813,300,104.093611,30.626388,500,,
126.458814.31,458814,160,104.00894,30.64821,500,,
126.458814.32,458814,340,104.00894,30.64821,500,,
126.458814.33,458814,0,104.00894,30.64821,500,,
126.458815.1,458815,60,103.951666,30.759166,500,,
126.458815.2,458815,0,103.951666,30.759166,500,,
126.458815.31,458815,60,103.951666,30.759166,500,,
126.458815.32,458815,0,103.951666,30.759166,500,,
126.458815.33,458815,0,103.951666,30.759166,500,,
126.458816.31,458816,90,104.0475,30.624722,500,,
126.458816.32,458816,18,104.0475,30.624722,500,,
126.458816.33,458816,230,104.0475,30.624722,500,,
126.458817.31,458817,60,104.165277,30.615,500,,
126.458817.32,458817,180,104.165277,30.615,500,,
126.458817.33,458817,300,104.165277,30.615,500,,
126.458818.31,458818,60,104.126111,30.621388,500,,
126.458818.32,458818,180,104.126111,30.621388,500,,
126.458818.33,458818,300,104.126111,30.621388,500,,
126.458819.31,458819,60,104.0388,30.63747,500,,
126.458819.32,458819,180,104.0388,30.63747,500,,
126.458819.33,458819,300,104.0388,30.63747,500,,
126.458820.1,458820,90,104.046388,30.644722,500,,
126.458820.31,458820,90,104.046388,30.644722,500,,
126.458820.32,458820,160,104.046388,30.644722,500,,
126.458820.33,458820,330,104.046388,30.644722,500,,
126.458821.31,458821,50,104.029166,30.670833,500,,
126.458821.32,458821,200,104.029166,30.670833,500,,
126.458821.33,458821,300,104.029166,30.670833,500,,
126.458822.31,458822,70,104.049238,30.630642,500,,
126.458822.32,458822,210,104.049238,30.630642,500,,
126.458822.33,458822,310,104.049238,30.630642,500,,
126.458822.34,458822,70,104.049238,30.630642,500,,
126.458823.31,458823,60,104.082777,30.634166,500,,
126.458823.32,458823,180,104.082777,30.634166,500,,
126.458823.33,458823,300,104.082777,30.634166,500,,
126.458823.4,458823,60,104.082777,30.634166,500,,
126.458823.5,458823,180,104.082777,30.634166,500,,
126.458823.6,458823,300,104.082777,30.634166,500,,
126.458824.1,458824,20,104.049722,30.703888,500,,
126.458824.2,458824,0,104.049722,30.703888,500,,
126.458824.31,458824,250,104.049722,30.703888,500,,
126.458824.32,458824,0,104.049722,30.703888,500,,
126.458824.33,458824,0,104.049722,30.703888,500,,
126.458825.1,458825,60,103.968333,30.758611,500,,
126.458825.31,458825,60,103.968333,30.758611,500,,
126.458825.32,458825,0,103.968333,30.758611,500,,
126.458825.33,458825,0,103.968333,30.758611,500,,
126.458826.31,458826,60,104.096667,30.664167,500,,
126.458826.32,458826,180,104.096667,30.664167,500,,
126.458826.33,458826,300,104.096667,30.664167,500,,
126.458827.1,458827,,104.056176,30.622886,500,,
126.458827.31,458827,200,104.056176,30.622886,500,,
126.458827.32,458827,0,104.056176,30.622886,500,,
126.458827.33,458827,0,104.056176,30.622886,500,,
126.458827.34,458827,350,104.056938,30.625133,500,,
126.458827.35,458827,0,104.056631,30.625575,500,,
126.458827.36,458827,0,104.05765,30.62648,500,,
126.458828.31,458828,60,104.04358,30.69194,500,,
126.458828.32,458828,180,104.04358,30.69194,500,,
126.458828.33,458828,300,104.04358,30.69194,500,,
126.458829.31,458829,40,104.025555,30.673888,500,,
126.458829.32,458829,270,104.025555,30.673888,500,,
126.458829.33,458829,350,104.025555,30.673888,500,,
126.458830.3,458830,,104.067222,30.677777,500,,
126.458830.31,458830,70,104.067222,30.677777,500,,
126.458830.32,458830,150,104.067222,30.677777,500,,
126.458830.33,458830,300,104.067222,30.677777,500,,
126.458831.31,458831,70,104.021001,30.6928,500,,
126.458831.32,458831,180,104.021001,30.6928,500,,
126.458831.33,458831,300,104.021001,30.6928,500,,
126.458832.31,458832,130,104.073611,30.623888,500,,
126.458832.32,458832,0,104.073611,30.623888,500,,
126.458832.33,458832,0,104.073611,30.623888,500,,
126.458832.34,458832,310,104.07041,30.62567,500,,
126.458833.1,458833,,104.009444,30.653888,500,,
126.458833.31,458833,0,104.009444,30.653888,500,,
126.458833.32,458833,120,104.009444,30.653888,500,,
126.458833.33,458833,240,104.009444,30.653888,500,,
126.458834.31,458834,100,104.050257,30.687408,500,,
126.458834.32,458834,200,104.050257,30.687408,500,,
126.458834.33,458834,300,104.050257,30.687408,500,,
126.458835.1,458835,0,104.054444,30.643888,500,,
126.458835.31,458835,0,104.054444,30.643888,500,,
126.458835.32,458835,0,104.054444,30.643888,500,,
126.458835.33,458835,300,104.054444,30.643888,500,,
126.458836.31,458836,60,104.078611,30.659722,500,,
126.458836.32,458836,180,104.078611,30.659722,500,,
126.458836.33,458836,270,104.078611,30.659722,500,,
126.458837.31,458837,70,104.069626,30.60608,500,,
126.458837.32,458837,180,104.069626,30.60608,500,,
126.458837.33,458837,300,104.069626,30.60608,500,,
126.458837.34,458837,70,104.069626,30.60608,500,,
126.458838.31,458838,60,104.034166,30.607777,500,,
126.458838.32,458838,180,104.034166,30.607777,500,,
126.458838.33,458838,300,104.034166,30.607777,500,,
126.458839.31,458839,60,104.045833,30.618611,500,,
126.458839.32,458839,180,104.045833,30.618611,500,,
126.458839.33,458839,300,104.045833,30.618611,500,,
126.458840.1,458840,60,104.055001,30.6975,500,,
126.458840.31,458840,60,104.055,30.6975,500,,
126.458840.32,458840,0,104.055,30.6975,500,,
126.458840.33,458840,0,104.055,30.6975,500,,
126.458841.31,458841,60,104.00702,30.67118,500,,
126.458841.32,458841,180,104.00702,30.67118,500,,
126.458841.33,458841,300,104.00702,30.67118,500,,
126.458842.3,458842,,104.067777,30.643333,500,,
126.458842.31,458842,60,104.067777,30.643333,500,,
126.458842.32,458842,139,104.067777,30.643333,500,,
126.458842.33,458842,298,104.067777,30.643333,500,,
126.458843.31,458843,50,104.014166,30.640833,500,,
126.458843.32,458843,180,104.014166,30.640833,500,,
126.458843.33,458843,290,104.014166,30.640833,500,,
126.458844.31,458844,60,104.031388,30.5975,500,,
126.458844.32,458844,180,104.031388,30.5975,500,,
126.458844.33,458844,300,104.031388,30.5975,500,,
126.458845.31,458845,90,104.035001,30.7135,500,,
126.458845.32,458845,160,104.035001,30.7135,500,,
126.458845.33,458845,320,104.035001,30.7135,500,,
126.458846.31,458846,60,103.997777,30.6775,500,,
126.458846.32,458846,180,103.997777,30.6775,500,,
126.458846.33,458846,300,103.997777,30.6775,500,,
126.458847.31,458847,0,104.098056,30.634444,500,,
126.458847.32,458847,120,104.098056,30.634444,500,,
126.458847.33,458847,240,104.098056,30.634444,500,,
126.458848.31,458848,40,104.07001,30.635555,500,,
126.458848.32,458848,180,104.07001,30.635555,500,,
126.458848.33,458848,300,104.07001,30.635555,500,,
126.458849.31,458849,160,104.06169,30.69142,500,,
126.458849.32,458849,310,104.06169,30.69142,500,,
126.458849.33,458849,0,104.06169,30.69142,500,,
126.458850.31,458850,90,104.008611,30.638055,500,,
126.458850.32,458850,230,104.008611,30.638055,500,,
126.458850.33,458850,310,104.008611,30.638055,500,,
126.458851.31,458851,60,104.073333,30.664722,500,,
126.458851.32,458851,180,104.073333,30.664722,500,,
126.458851.33,458851,270,104.073333,30.664722,500,,
126.458852.31,458852,100,104.112,30.6293,500,,
126.458852.32,458852,220,104.112,30.6293,500,,
126.458852.33,458852,300,104.112,30.6293,500,,
126.458853.31,458853,60,104.149001,30.6404,500,,
126.458853.32,458853,180,104.149001,30.6404,500,,
126.458853.33,458853,300,104.149001,30.6404,500,,
126.458854.31,458854,118,104.043001,30.7048,500,,
126.458854.32,458854,220,104.043001,30.7048,500,,
126.458854.33,458854,33,104.043001,30.7048,500,,
126.458855.31,458855,10,104.103055,30.640833,500,,
126.458855.32,458855,140,104.103055,30.640833,500,,
126.458855.33,458855,250,104.103055,30.640833,500,,
126.458855.34,458855,10,104.103055,30.640833,500,,
126.458856.31,458856,0,104.04,30.688333,500,,
126.458856.32,458856,140,104.04,30.688333,500,,
126.458856.33,458856,0,104.04,30.688333,500,,
126.458856.34,458856,0,104.041919,30.69053,500,,
126.458856.35,458856,140,104.041919,30.69053,500,,
126.458857.31,458857,80,103.999001,30.6589,500,,
126.458857.32,458857,200,103.999001,30.6589,500,,
126.458857.33,458857,310,103.999001,30.6589,500,,
126.458858.3,458858,,104.016944,30.691944,500,,
126.458858.31,458858,60,104.016944,30.691944,500,,
126.458858.32,458858,180,104.016944,30.691944,500,,
126.458858.33,458858,300,104.016944,30.691944,500,,
126.458859.3,458859,,103.965555,30.751388,500,,
126.458859.31,458859,60,103.965555,30.751388,500,,
126.458859.32,458859,180,103.965555,30.751388,500,,
126.458859.33,458859,300,103.965555,30.751388,500,,
126.458860.31,458860,50,104.06,30.651944,500,,
126.458860.32,458860,130,104.06,30.651944,500,,
126.458860.33,458860,260,104.06,30.651944,500,,
126.458861.31,458861,60,104.067001,30.641001,500,,
126.458861.32,458861,180,104.067001,30.641001,500,,
126.458861.33,458861,300,104.067001,30.641001,500,,
126.458862.31,458862,50,104.05905,30.6572,500,,
126.458862.32,458862,140,104.05905,30.6572,500,,
126.458862.33,458862,280,104.05905,30.6572,500,,
126.458863.31,458863,60,104.053333,30.630277,500,,
126.458863.32,458863,180,104.053333,30.630277,500,,
126.458863.33,458863,300,104.053333,30.630277,500,,
126.458864.1,458864,0,104.166111,30.624166,500,,
126.458864.31,458864,0,104.166111,30.624166,500,,
126.458864.32,458864,180,104.166111,30.624166,500,,
126.458864.33,458864,0,104.166111,30.624166,500,,
126.458865.1,458865,0,103.964167,30.771111,500,,
126.458865.31,458865,0,103.964167,30.771111,500,,
126.458865.32,458865,180,103.964167,30.771111,500,,
126.458865.33,458865,0,103.964167,30.771111,500,,
126.458866.31,458866,60,104.080555,30.696666,500,,
126.458866.32,458866,180,104.080555,30.696666,500,,
126.458866.33,458866,300,104.080555,30.696666,500,,
126.458867.31,458867,60,104.066944,30.631666,500,,
126.458867.32,458867,180,104.066944,30.631666,500,,
126.458867.33,458867,300,104.066944,30.631666,500,,
126.458868.31,458868,30,103.98752,30.71394,500,,
126.458868.32,458868,143,103.98752,30.71394,500,,
126.458868.33,458868,265,103.98752,30.71394,500,,
126.458869.31,458869,60,104.114722,30.6825,500,,
126.458869.32,458869,180,104.114722,30.6825,500,,
126.458869.33,458869,300,104.114722,30.6825,500,,
126.458870.31,458870,60,104.052001,30.5918,500,,
126.458870.32,458870,180,104.052001,30.5918,500,,
126.458870.33,458870,300,104.052001,30.5918,500,,
126.458870.34,458870,60,104.052001,30.5918,500,,
126.458870.35,458870,180,104.052001,30.5918,500,,
126.458870.36,458870,300,104.052001,30.5918,500,,
126.458871.31,458871,60,104.023611,30.646388,500,,
126.458871.32,458871,240,104.023611,30.646388,500,,
126.458871.33,458871,0,104.023611,30.646388,500,,
126.458871.34,458871,60,104.02689,30.64629,500,,
126.458871.35,458871,0,104.025998,30.649013,500,,
126.458871.36,458871,0,104.023973,30.645032,500,,
126.458872.3,458872,,104.05456,30.67487,500,,
126.458872.31,458872,60,104.05456,30.67487,500,,
126.458872.32,458872,200,104.05456,30.67487,500,,
126.458872.33,458872,300,104.05456,30.67487,500,,
126.458873.31,458873,23,104.042001,30.6096,500,,
126.458873.32,458873,13,104.042001,30.6096,500,,
126.458873.33,458873,350,104.042001,30.6096,500,,
126.458874.31,458874,60,104.049166,30.608611,500,,
126.458874.32,458874,180,104.049166,30.608611,500,,
126.458874.33,458874,300,104.049166,30.608611,500,,
126.458875.31,458875,60,104.053055,30.641111,500,,
126.458875.32,458875,180,104.053055,30.641111,500,,
126.458875.33,458875,300,104.053055,30.641111,500,,
126.458876.31,458876,85,104.066388,30.683333,500,,
126.458876.32,458876,160,104.066388,30.683333,500,,
126.458876.33,458876,310,104.066388,30.683333,500,,
126.458877.31,458877,60,104.0675,30.657222,500,,
126.458877.32,458877,180,104.0675,30.657222,500,,
126.458877.33,458877,270,104.0675,30.657222,500,,
126.458878.31,458878,110,104.079444,30.615,500,,
126.458878.32,458878,0,104.079444,30.615,500,,
126.458878.33,458878,0,104.079444,30.615,500,,
126.458878.34,458878,340,104.077332,30.617146,500,,
126.458880.1,458880,0,104.06001,30.6362,500,,
126.458880.31,458880,0,104.06,30.6362,500,,
126.458880.32,458880,180,104.06,30.6362,500,,
126.458880.33,458880,0,104.06,30.6362,500,,
126.458881.31,458881,70,104.031666,30.670277,500,,
126.458881.32,458881,170,104.031666,30.670277,500,,
126.458881.33,458881,250,104.031666,30.670277,500,,
126.458882.1,458882,60,104.08418,30.66697,500,,
126.458882.31,458882,60,104.08418,30.66697,500,,
126.458882.32,458882,180,104.08418,30.66697,500,,
126.458882.33,458882,270,104.08418,30.66697,500,,
126.458883.1,458883,60,104.082001,30.6595,500,,
126.458883.31,458883,60,104.082,30.6595,500,,
126.458883.32,458883,180,104.082,30.6595,500,,
126.458883.33,458883,270,104.082,30.6595,500,,
126.458884.31,458884,60,104.057001,30.6626,500,,
126.458884.32,458884,180,104.057001,30.6626,500,,
126.458884.33,458884,300,104.057001,30.6626,500,,
126.458885.31,458885,60,104.081666,30.636944,500,,
126.458885.32,458885,180,104.081666,30.636944,500,,
126.458885.33,458885,300,104.081666,30.636944,500,,
126.458887.31,458887,20,104.022222,30.684444,500,,
126.458887.32,458887,100,104.022222,30.684444,500,,
126.458887.33,458887,215,104.022222,30.684444,500,,
126.458888.31,458888,60,103.98473,30.72182,500,,
126.458888.32,458888,180,103.98473,30.72182,500,,
126.458888.33,458888,300,103.98473,30.72182,500,,
126.458889.31,458889,60,104.073333,30.610277,500,,
126.458889.32,458889,180,104.073333,30.610277,500,,
126.458889.33,458889,300,104.073333,30.610277,500,,
126.458890.31,458890,60,104.036666,30.631388,500,,
126.458890.32,458890,175,104.036666,30.631388,500,,
126.458890.33,458890,280,104.036666,30.631388,500,,
126.458891.31,458891,60,103.98025,30.651828,500,,
126.458891.32,458891,180,103.98025,30.651828,500,,
126.458891.33,458891,300,103.98025,30.651828,500,,
126.458892.31,458892,40,104.074722,30.674444,500,,
126.458892.32,458892,180,104.074722,30.674444,500,,
126.458892.33,458892,310,104.074722,30.674444,500,,
126.458893.31,458893,10,104.099722,30.641666,500,,
126.458893.32,458893,180,104.099722,30.641666,500,,
126.458893.33,458893,270,104.099722,30.641666,500,,
126.458893.4,458893,10,104.099722,30.641666,500,,
126.458894.31,458894,60,104.092001,30.6471,500,,
126.458894.32,458894,180,104.092001,30.6471,500,,
126.458894.33,458894,270,104.092001,30.6471,500,,
126.458895.31,458895,90,103.99878,30.66737,500,,
126.458895.32,458895,180,103.99878,30.66737,500,,
126.458895.33,458895,300,103.99878,30.66737,500,,
126.458896.31,458896,60,104.014722,30.634722,500,,
126.458896.32,458896,180,104.014722,30.634722,500,,
126.458896.33,458896,300,104.014722,30.634722,500,,
126.458897.31,458897,60,104.00552,30.68298,500,,
126.458897.32,458897,180,104.00552,30.68298,500,,
126.458897.33,458897,300,104.00552,30.68298,500,,
126.458898.31,458898,45,104.131111,30.606944,500,,
126.458898.32,458898,230,104.131111,30.606944,500,,
126.458898.33,458898,315,104.131111,30.606944,500,,
126.458899.31,458899,30,104.084444,30.647222,500,,
126.458899.32,458899,180,104.084444,30.647222,500,,
126.458899.33,458899,300,104.084444,30.647222,500,,
126.458900.31,458900,10,104.056666,30.610555,500,,
126.458900.32,458900,340,104.056666,30.610555,500,,
126.458900.33,458900,0,104.056666,30.610555,500,,
126.458901.31,458901,60,104.041944,30.626666,500,,
126.458901.32,458901,170,104.041944,30.626666,500,,
126.458901.33,458901,297,104.041944,30.626666,500,,
126.458902.1,458902,0,104.048001,30.6495,500,,
126.458902.31,458902,0,104.048,30.6495,500,,
126.458902.32,458902,0,104.048,30.6495,500,,
126.458902.33,458902,300,104.048,30.6495,500,,
126.458903.31,458903,90,104.078904,30.673698,500,,
126.458903.32,458903,140,104.078904,30.673698,500,,
126.458903.33,458903,220,104.078904,30.673698,500,,
126.458904.31,458904,60,104.042001,30.6217,500,,
126.458904.32,458904,180,104.042001,30.6217,500,,
126.458904.33,458904,270,104.042001,30.6217,500,,
126.458905.31,458905,70,104.095555,30.720833,500,,
126.458905.32,458905,180,104.095555,30.720833,500,,
126.458905.33,458905,290,104.095555,30.720833,500,,
126.458906.31,458906,50,104.084444,30.656944,500,,
126.458906.32,458906,160,104.084444,30.656944,500,,
126.458906.33,458906,270,104.084444,30.656944,500,,
126.458907.31,458907,90,103.99863,30.67046,500,,
126.458907.32,458907,0,103.99863,30.67046,500,,
126.458907.33,458907,0,103.99863,30.67046,500,,
126.458907.34,458907,270,103.99863,30.67046,500,,
126.458908.31,458908,60,104.100277,30.6975,500,,
