小区标识,所属eNodeB标识,天线方向角,经度,纬度,距离(米),B经度,B纬度
126.869096.1,869096,0,104.008041,30.604502,500,,
126.869096.2,869096,0,104.008041,30.604502,500,,
126.869096.31,869096,0,104.008041,30.604502,500,,
126.869096.32,869096,0,104.008041,30.604502,500,,
126.869097.1,869097,0,104.008041,30.604502,500,,
126.869097.2,869097,0,104.008041,30.604502,500,,
126.869097.31,869097,0,104.008041,30.604502,500,,
126.869097.32,869097,0,104.008041,30.604502,500,,
126.869098.1,869098,0,103.977643,30.597664,500,,
126.869098.2,869098,0,103.977643,30.597664,500,,
126.869098.31,869098,0,103.977643,30.597664,500,,
126.869098.32,869098,0,103.977643,30.597664,500,,
126.869099.1,869099,0,103.977643,30.597664,500,,
126.869099.2,869099,0,103.977643,30.597664,500,,
126.869099.31,869099,0,103.977643,30.597664,500,,
126.869099.32,869099,0,103.977643,30.597664,500,,
126.869100.1,869100,0,103.977643,30.597664,500,,
126.869100.2,869100,0,103.977643,30.597664,500,,
126.869100.31,869100,0,103.977643,30.597664,500,,
126.869100.32,869100,0,103.977643,30.597664,500,,
126.869101.1,869101,0,103.965857,30.58411,500,,
126.869101.2,869101,0,103.965857,30.58411,500,,
126.869101.31,869101,0,103.965857,30.58411,500,,
126.869101.32,869101,0,103.965857,30.58411,500,,
126.869102.1,869102,0,103.965857,30.58411,500,,
126.869102.2,869102,0,103.965857,30.58411,500,,
126.869102.31,869102,0,103.965857,30.58411,500,,
126.869102.32,869102,0,103.965857,30.58411,500,,
126.869103.1,869103,0,103.961689,30.574409,500,,
126.869103.2,869103,0,103.961689,30.574409,500,,
126.869103.31,869103,0,103.961689,30.574409,500,,
126.869103.32,869103,0,103.961689,30.574409,500,,
126.869104.1,869104,0,103.961689,30.574409,500,,
126.869104.2,869104,0,103.961689,30.574409,500,,
126.869104.31,869104,0,103.961689,30.574409,500,,
126.869104.32,869104,0,103.961689,30.574409,500,,
126.869105.1,869105,0,103.977643,30.597664,500,,
126.869105.2,869105,0,103.977643,30.597664,500,,
126.869108.31,869108,0,104.069093,30.618028,500,,
126.869108.32,869108,0,104.069093,30.618028,500,,
126.869108.33,869108,0,104.069093,30.618028,500,,
126.869108.34,869108,0,104.069093,30.618028,500,,
126.869116.31,869116,0,104.075162,30.655758,500,,
126.869116.32,869116,0,104.075162,30.655758,500,,
126.869116.33,869116,0,104.075162,30.655758,500,,
126.869116.34,869116,0,104.075162,30.655758,500,,
126.869118.1,869118,0,104.075162,30.655758,500,,
126.869118.2,869118,0,104.075162,30.655758,500,,
126.869118.3,869118,0,104.075162,30.655758,500,,
126.869118.4,869118,0,104.075162,30.655758,500,,
126.869118.5,869118,0,104.075162,30.655758,500,,
126.869118.6,869118,0,104.075162,30.655758,500,,
126.869119.1,869119,0,104.075162,30.655758,500,,
126.869119.2,869119,0,104.075162,30.655758,500,,
126.869119.3,869119,0,104.075162,30.655758,500,,
126.869119.4,869119,0,104.075162,30.655758,500,,
126.869119.5,869119,0,104.075162,30.655758,500,,
126.869119.6,869119,0,104.075162,30.655758,500,,
126.869120.1,869120,0,104.075162,30.655758,500,,
126.869120.2,869120,0,104.075162,30.655758,500,,
126.869120.3,869120,0,104.075162,30.655758,500,,
126.869120.4,869120,0,104.075162,30.655758,500,,
126.869120.5,869120,0,104.075162,30.655758,500,,
126.869120.6,869120,0,104.075162,30.655758,500,,
126.869121.1,869121,0,104.075162,30.655758,500,,
126.869121.2,869121,0,104.075162,30.655758,500,,
126.869121.3,869121,0,104.075162,30.655758,500,,
126.869121.4,869121,0,104.075162,30.655758,500,,
126.869121.5,869121,0,104.075162,30.655758,500,,
126.869121.6,869121,0,104.075162,30.655758,500,,
126.869122.1,869122,0,104.075162,30.655758,500,,
126.869122.2,869122,0,104.075162,30.655758,500,,
126.869122.3,869122,0,104.075162,30.655758,500,,
126.869122.4,869122,0,104.075162,30.655758,500,,
126.869122.5,869122,0,104.075162,30.655758,500,,
126.869122.6,869122,0,104.075162,30.655758,500,,
126.869125.1,869125,0,103.886724,30.757869,500,,
126.869125.2,869125,0,103.886724,30.757869,500,,
126.869125.3,869125,0,103.886724,30.757869,500,,
126.869125.4,869125,0,103.886724,30.757869,500,,
126.869126.31,869126,0,104.056,30.6028,500,,
126.869127.1,869127,,104.030937,30.502204,500,,
126.869127.2,869127,,104.030937,30.502204,500,,
126.869127.3,869127,,104.030937,30.502204,500,,
126.869127.4,869127,,104.030937,30.502204,500,,
126.869127.5,869127,,104.030937,30.502204,500,,
126.869127.6,869127,,104.030937,30.502204,500,,
126.869128.1,869128,,104.030937,30.502204,500,,
126.869128.2,869128,,104.030937,30.502204,500,,
126.869128.3,869128,,104.030937,30.502204,500,,
126.869128.4,869128,,104.030937,30.502204,500,,
126.869128.5,869128,,104.030937,30.502204,500,,
126.869128.6,869128,,104.030937,30.502204,500,,
126.869129.31,869129,0,104.0916,30.641,500,,
126.869132.1,869132,0,104.07179,30.53895,500,,
126.869132.31,869132,0,104.07179,30.53895,500,,
126.869147.31,869147,0,104.051381,30.62349,500,,
126.869147.32,869147,0,104.051381,30.62349,500,,
126.869147.33,869147,0,104.051381,30.62349,500,,
126.869172.31,869172,,103.92114,30.56458,500,,
126.869179.31,869179,,104.01755,30.76978,500,,
126.869179.32,869179,,104.01755,30.76978,500,,
126.869179.33,869179,,104.01755,30.76978,500,,
126.869179.34,869179,,104.01755,30.76978,500,,
126.869179.35,869179,,104.01755,30.76978,500,,
126.869179.36,869179,,104.01755,30.76978,500,,
126.869180.31,869180,,104.01755,30.76978,500,,
126.869180.32,869180,,104.01755,30.76978,500,,
126.869180.33,869180,,104.01755,30.76978,500,,
126.869180.34,869180,,104.01755,30.76978,500,,
126.869183.1,869183,,103.91818,30.60939,500,,
126.869183.2,869183,,103.91818,30.60939,500,,
126.869183.3,869183,,103.91818,30.60939,500,,
126.869183.4,869183,,103.91818,30.60939,500,,
126.869183.5,869183,,103.91818,30.60939,500,,
126.869183.6,869183,,103.91818,30.60939,500,,
126.869184.1,869184,,103.91818,30.60939,500,,
126.869184.2,869184,,103.91818,30.60939,500,,
126.869184.3,869184,,103.91818,30.60939,500,,
126.869184.4,869184,,103.91818,30.60939,500,,
126.869184.5,869184,,103.91818,30.60939,500,,
126.869184.6,869184,,103.91818,30.60939,500,,
126.869185.1,869185,,103.91818,30.60939,500,,
126.869185.2,869185,,103.91818,30.60939,500,,
126.869185.3,869185,,103.91818,30.60939,500,,
126.869185.4,869185,,103.91818,30.60939,500,,
126.869185.5,869185,,103.91818,30.60939,500,,
126.869185.6,869185,,103.91818,30.60939,500,,
126.869186.1,869186,,103.91818,30.60939,500,,
126.869186.2,869186,,103.91818,30.60939,500,,
126.869186.3,869186,,103.91818,30.60939,500,,
126.869186.4,869186,,103.91818,30.60939,500,,
126.869186.5,869186,,103.91818,30.60939,500,,
126.869186.6,869186,,103.91818,30.60939,500,,
126.869187.1,869187,,103.91818,30.60939,500,,
126.869187.2,869187,,103.91818,30.60939,500,,
126.869187.3,869187,,103.91818,30.60939,500,,
126.869187.4,869187,,103.91818,30.60939,500,,
126.869187.5,869187,,103.91818,30.60939,500,,
126.869188.1,869188,,103.91818,30.60939,500,,
126.869188.2,869188,,103.91818,30.60939,500,,
126.869188.3,869188,,103.91818,30.60939,500,,
126.869188.4,869188,,103.91818,30.60939,500,,
126.869188.5,869188,,103.91818,30.60939,500,,
126.869189.1,869189,,103.91818,30.60939,500,,
126.869189.2,869189,,103.91818,30.60939,500,,
126.869189.3,869189,,103.91818,30.60939,500,,
126.869189.4,869189,,103.91818,30.60939,500,,
126.869189.5,869189,,103.91818,30.60939,500,,
126.869189.6,869189,,103.91818,30.60939,500,,
126.869190.1,869190,,104.06917,30.51443,500,,
126.869190.2,869190,,104.06917,30.51443,500,,
126.869190.3,869190,,104.06917,30.51443,500,,
126.869200.31,869200,,104.077334,30.657655,500,,
126.869200.32,869200,,104.077334,30.657655,500,,
126.869200.33,869200,,104.077334,30.657655,500,,
126.869200.34,869200,,104.077334,30.657655,500,,
126.869202.1,869202,,104.23985,30.5709,500,,
126.869202.2,869202,,104.23985,30.5709,500,,
126.869202.3,869202,,104.23985,30.5709,500,,
126.869202.4,869202,,104.23985,30.5709,500,,
126.869211.31,869211,,103.9951,30.47138,500,,
126.869211.32,869211,,103.9951,30.47138,500,,
126.869212.31,869212,,104.070885,30.69874,500,,
126.869212.32,869212,,104.070885,30.69874,500,,
126.869212.33,869212,,104.070885,30.69874,500,,
126.869214.31,869214,,103.97988,30.60703,500,,
126.869214.32,869214,,103.97988,30.60703,500,,
126.869214.33,869214,,103.97988,30.60703,500,,
126.869215.31,869215,,103.97988,30.60703,500,,
126.869215.32,869215,,103.97988,30.60703,500,,
126.869215.33,869215,,103.97988,30.60703,500,,
126.869217.1,869217,,104.02496,30.64298,500,,
126.869217.31,869217,,104.02496,30.64298,500,,
126.869218.31,869218,,104.01628,30.71486,500,,
126.869223.31,869223,,104.063587,30.6701,500,,
126.869223.32,869223,,104.063587,30.6701,500,,
126.869223.33,869223,,104.063587,30.6701,500,,
126.869223.34,869223,,104.063587,30.6701,500,,
126.869224.1,869224,,104.079519,30.55016,500,,
126.869224.2,869224,,104.079519,30.55016,500,,
126.869227.31,869227,,104.08827,30.62199,500,,
126.869227.32,869227,,104.08827,30.62199,500,,
126.869229.1,869229,,103.985093,30.821067,500,,
126.869229.2,869229,,103.985093,30.821067,500,,
126.869229.3,869229,,103.985093,30.821067,500,,
126.869229.4,869229,,103.985093,30.821067,500,,
126.869229.5,869229,,103.985093,30.821067,500,,
126.869229.6,869229,,103.985093,30.821067,500,,
126.869230.1,869230,,103.985093,30.821067,500,,
126.869230.2,869230,,103.985093,30.821067,500,,
126.869230.3,869230,,103.985093,30.821067,500,,
126.869230.4,869230,,103.985093,30.821067,500,,
126.869230.5,869230,,103.985093,30.821067,500,,
126.869230.6,869230,,103.985093,30.821067,500,,
126.869231.1,869231,,103.985093,30.821067,500,,
126.869231.2,869231,,103.985093,30.821067,500,,
126.869231.3,869231,,103.985093,30.821067,500,,
126.869231.4,869231,,103.985093,30.821067,500,,
126.869231.5,869231,,103.985093,30.821067,500,,
126.869231.6,869231,,103.985093,30.821067,500,,
126.869232.1,869232,,103.985093,30.821067,500,,
126.869232.2,869232,,103.985093,30.821067,500,,
126.869232.3,869232,,103.985093,30.821067,500,,
126.869234.1,869234,,103.985093,30.821067,500,,
126.869234.2,869234,,103.985093,30.821067,500,,
126.869234.3,869234,,103.985093,30.821067,500,,
126.869234.4,869234,,103.985093,30.821067,500,,
126.869234.5,869234,,103.985093,30.821067,500,,
126.869234.6,869234,,103.985093,30.821067,500,,
126.869235.1,869235,,103.985093,30.821067,500,,
126.869235.2,869235,,103.985093,30.821067,500,,
126.869235.3,869235,,103.985093,30.821067,500,,
126.869235.4,869235,,103.985093,30.821067,500,,
126.869235.5,869235,,103.985093,30.821067,500,,
126.869235.6,869235,,103.985093,30.821067,500,,
126.869241.1,869241,,103.9901,30.71688,500,,
126.869241.2,869241,,103.9901,30.71688,500,,
126.869241.3,869241,,103.9901,30.71688,500,,
126.869241.4,869241,,103.9901,30.71688,500,,
126.869241.5,869241,,103.9901,30.71688,500,,
126.869242.1,869242,,103.9901,30.71688,500,,
126.869242.2,869242,,103.9901,30.71688,500,,
126.869242.3,869242,,103.9901,30.71688,500,,
126.869242.4,869242,,103.9901,30.71688,500,,
126.869242.5,869242,,103.9901,30.71688,500,,
126.869242.6,869242,,103.9901,30.71688,500,,
126.869245.31,869245,,103.92786,30.75256,500,,
126.954374.31,954374,30,104.150125,30.587362,500,,
126.954374.32,954374,180,104.150125,30.587362,500,,
126.954374.33,954374,270,104.150125,30.587362,500,,
126.954376.31,954376,50,104.113005,30.59809,500,,
126.954376.32,954376,180,104.113005,30.59809,500,,
126.954376.33,954376,270,104.113005,30.59809,500,,
126.954379.31,954379,100,104.167406,30.677604,500,,
126.954379.32,954379,190,104.167406,30.677604,500,,
126.954379.33,954379,290,104.167406,30.677604,500,,
126.954381.1,954381,70,104.138885,30.63501,500,,
126.954381.31,954381,70,104.138885,30.63501,500,,
126.954381.32,954381,200,104.138885,30.63501,500,,
126.954381.33,954381,300,104.138885,30.63501,500,,
126.954382.31,954382,20,104.106521,30.731775,500,,
126.954382.32,954382,120,104.106521,30.731775,500,,
126.954382.33,954382,250,104.106521,30.731775,500,,
126.954384.31,954384,80,104.148425,30.670277,500,,
126.954384.32,954384,260,104.148425,30.670277,500,,
126.954384.33,954384,340,104.148425,30.670277,500,,
126.954386.31,954386,60,104.108769,30.720902,500,,
126.954386.32,954386,180,104.108769,30.720902,500,,
126.954386.33,954386,300,104.108769,30.720902,500,,
126.954389.31,954389,50,104.193338,30.702801,500,,
126.954389.32,954389,160,104.193338,30.702801,500,,
126.954389.33,954389,260,104.193338,30.702801,500,,
126.954390.31,954390,90,104.146952,30.624941,500,,
126.954390.32,954390,180,104.146952,30.624941,500,,
126.954390.33,954390,330,104.146952,30.624941,500,,
126.954391.31,954391,60,104.161057,30.6225,500,,
126.954391.32,954391,180,104.161057,30.6225,500,,
126.954391.33,954391,300,104.161057,30.6225,500,,
126.954392.1,954392,70,104.193712,30.680895,500,,
126.954392.2,954392,180,104.193712,30.680895,500,,
126.954392.3,954392,280,104.193712,30.680895,500,,
126.954392.31,954392,70,104.193712,30.680895,500,,
126.954392.32,954392,180,104.193712,30.680895,500,,
126.954392.33,954392,280,104.193712,30.680895,500,,
126.954393.1,954393,0,104.188036,30.663734,500,,
126.954393.2,954393,120,104.188036,30.663734,500,,
126.954393.3,954393,240,104.188036,30.663734,500,,
126.954394.31,954394,0,104.137501,30.664454,500,,
126.954394.32,954394,0,104.137501,30.664454,500,,
126.954394.33,954394,0,104.137501,30.664454,500,,
126.954397.1,954397,60,104.147316,30.678832,500,,
126.954397.2,954397,,104.147316,30.678832,500,,
126.954397.31,954397,60,104.147316,30.678832,500,,
126.954397.32,954397,180,104.147316,30.678832,500,,
126.954397.33,954397,330,104.147316,30.678832,500,,
126.954398.31,954398,,104.07574,30.61564,500,,
126.954398.32,954398,,104.07574,30.61564,500,,
126.954398.33,954398,,104.07574,30.61564,500,,
126.954398.34,954398,,104.07574,30.61564,500,,
126.954399.31,954399,40,104.022002,30.756778,500,,
126.954399.32,954399,170,104.022002,30.756778,500,,
126.954399.33,954399,310,104.022002,30.756778,500,,
126.954401.31,954401,50,103.94736,30.632467,500,,
126.954401.32,954401,200,103.94736,30.632467,500,,
126.954401.33,954401,350,103.94736,30.632467,500,,
126.954402.31,954402,60,104.011685,30.758127,500,,
126.954402.32,954402,180,104.011685,30.758127,500,,
126.954402.33,954402,300,104.011685,30.758127,500,,
126.954403.31,954403,30,104.084882,30.725653,500,,
126.954403.32,954403,160,104.084882,30.725653,500,,
126.954403.33,954403,300,104.084882,30.725653,500,,
126.954404.31,954404,50,104.099926,30.736129,500,,
126.954404.32,954404,170,104.099926,30.736129,500,,
126.954404.33,954404,290,104.099926,30.736129,500,,
126.954405.31,954405,60,104.120745,30.778512,500,,
126.954405.32,954405,180,104.120745,30.778512,500,,
126.954405.33,954405,300,104.120745,30.778512,500,,
126.954407.31,954407,90,103.997437,30.75679,500,,
126.954407.32,954407,210,103.997437,30.75679,500,,
126.954407.33,954407,330,103.997437,30.75679,500,,
126.954408.31,954408,60,104.136227,30.754866,500,,
126.954408.32,954408,180,104.136227,30.754866,500,,
126.954408.33,954408,300,104.136227,30.754866,500,,
126.954409.31,954409,60,104.128259,30.762408,500,,
126.954409.32,954409,180,104.128259,30.762408,500,,
126.954409.33,954409,300,104.128259,30.762408,500,,
126.954411.31,954411,60,104.099844,30.741302,500,,
126.954411.32,954411,180,104.099844,30.741302,500,,
126.954411.33,954411,300,104.099844,30.741302,500,,
126.954412.31,954412,80,103.953,30.7206,500,,
126.954412.32,954412,170,103.953,30.7206,500,,
126.954412.33,954412,260,103.953,30.7206,500,,
126.954413.31,954413,60,104.014119,30.709391,500,,
126.954413.32,954413,180,104.014119,30.709391,500,,
126.954413.33,954413,300,104.014119,30.709391,500,,
126.954415.31,954415,60,104.03845,30.72645,500,,
126.954415.32,954415,180,104.03845,30.72645,500,,
126.954415.33,954415,300,104.03845,30.72645,500,,
126.954416.31,954416,60,104.03511,30.73123,500,,
126.954416.32,954416,180,104.03511,30.73123,500,,
126.954416.33,954416,300,104.03511,30.73123,500,,
126.954417.1,954417,0.3,104.020804,30.626538,500,,
126.954417.2,954417,0,104.020804,30.626538,500,,
126.954417.3,954417,0,104.020804,30.626538,500,,
126.954417.31,954417,0.3,104.020804,30.626538,500,,
126.954417.32,954417,0,104.020804,30.626538,500,,
126.954417.33,954417,0,104.020804,30.626538,500,,
126.954417.4,954417,0.3,104.020804,30.626538,500,,
126.954418.1,954418,0.9,104.068147,30.623909,500,,
126.954418.2,954418,0,104.068147,30.623909,500,,
126.954418.3,954418,0,104.068147,30.623909,500,,
126.954418.4,954418,0.9,104.068147,30.623909,500,,
126.954419.31,954419,20,103.988138,30.619975,500,,
126.954419.32,954419,0,103.988138,30.619975,500,,
126.954419.33,954419,0,103.988138,30.619975,500,,
126.954419.34,954419,260,103.988138,30.619975,500,,
126.954419.35,954419,0,103.988138,30.619975,500,,
126.954419.36,954419,0,103.988138,30.619975,500,,
126.954420.31,954420,130,103.989212,30.620279,500,,
126.954420.32,954420,20,103.989212,30.620279,500,,
126.954420.33,954420,0,103.989212,30.620279,500,,
126.954420.34,954420,200,103.989212,30.620279,500,,
126.954420.35,954420,120,103.989212,30.620279,500,,
126.954423.31,954423,30,103.98986,30.75525,500,,
126.954423.32,954423,280,103.98986,30.75525,500,,
126.954423.33,954423,0,103.98986,30.75525,500,,
126.954423.34,954423,100,103.98986,30.75525,500,,
126.954424.31,954424,40,103.99071,30.7551,500,,
126.954424.32,954424,250,103.99071,30.7551,500,,
126.954424.33,954424,0,103.99071,30.7551,500,,
126.954424.34,954424,140,103.99071,30.7551,500,,
126.954425.31,954425,90,103.987725,30.775205,500,,
126.954425.32,954425,180,103.987725,30.775205,500,,
126.954425.33,954425,3,103.987725,30.775205,500,,
126.954426.31,954426,80,104.08421,30.654776,500,,
126.954426.32,954426,0,104.08421,30.654776,500,,
126.954427.31,954427,300,103.973902,30.638084,500,,
126.954427.32,954427,0,103.973902,30.638084,500,,
126.954427.33,954427,0,103.973902,30.638084,500,,
126.954427.34,954427,360,103.973902,30.638084,500,,
126.954427.35,954427,0,103.973902,30.638084,500,,
126.954427.36,954427,0,103.973902,30.638084,500,,
126.954428.31,954428,10,103.974956,30.638839,500,,
126.954428.32,954428,0,103.974956,30.638839,500,,
126.954428.33,954428,0,103.974956,30.638839,500,,
126.954428.34,954428,280,103.974956,30.638839,500,,
126.954429.31,954429,220,103.973371,30.639341,500,,
126.954429.32,954429,10,103.973371,30.639341,500,,
126.954429.33,954429,0,103.973371,30.639341,500,,
126.954429.34,954429,280,103.973371,30.639341,500,,
126.954430.31,954430,200,104.004928,30.630184,500,,
126.954430.32,954430,0,104.004928,30.630184,500,,
126.954430.33,954430,0,104.004928,30.630184,500,,
126.954430.34,954430,280,104.004928,30.630184,500,,
126.954430.35,954430,0,104.004928,30.630184,500,,
126.954430.36,954430,0,104.004928,30.630184,500,,
126.954431.31,954431,0,104.002392,30.629375,500,,
126.954431.32,954431,0,104.002392,30.629375,500,,
126.954431.33,954431,0,104.002392,30.629375,500,,
126.954431.34,954431,300,104.002392,30.629375,500,,
126.954431.35,954431,0,104.002392,30.629375,500,,
126.954431.36,954431,0,104.002392,30.629375,500,,
126.954433.31,954433,170,104.131128,30.663015,500,,
126.954433.32,954433,270,104.131128,30.663015,500,,
126.954434.1,954434,0,104.152762,30.629472,500,,
126.954434.2,954434,30,104.152762,30.629472,500,,
126.954434.3,954434,120,104.152762,30.629472,500,,
126.954434.31,954434,330,104.152762,30.629472,500,,
126.954434.32,954434,70,104.152762,30.629472,500,,
126.954434.33,954434,160,104.152762,30.629472,500,,
126.954434.34,954434,0,104.152762,30.629472,500,,
126.954434.4,954434,330,104.152762,30.629472,500,,
126.954435.1,954435,40,103.980955,30.764726,500,,
126.954435.2,954435,110,103.980955,30.764726,500,,
126.954435.3,954435,200,103.980955,30.764726,500,,
126.954435.31,954435,40,103.980955,30.764726,500,,
126.954435.32,954435,110,103.980955,30.764726,500,,
126.954435.33,954435,200,103.980955,30.764726,500,,
126.954435.34,954435,40,103.980955,30.764726,500,,
126.954435.35,954435,110,103.980955,30.764726,500,,
126.954435.36,954435,200,103.980955,30.764726,500,,
126.954436.1,954436,80,103.984312,30.762086,500,,
126.954436.2,954436,200,103.984312,30.762086,500,,
126.954436.3,954436,350,103.984312,30.762086,500,,
126.954436.31,954436,80,103.984312,30.762086,500,,
126.954436.32,954436,200,103.984312,30.762086,500,,
126.954436.33,954436,350,103.984312,30.762086,500,,
126.954436.34,954436,80,103.984312,30.762086,500,,
126.954436.35,954436,200,103.984312,30.762086,500,,
126.954436.36,954436,350,103.984312,30.762086,500,,
126.954437.31,954437,90,103.987412,30.766244,500,,
126.954437.32,954437,240,103.987412,30.766244,500,,
126.954437.33,954437,350,103.987412,30.766244,500,,
126.954437.34,954437,90,103.987412,30.766244,500,,
126.954437.35,954437,240,103.987412,30.766244,500,,
126.954437.36,954437,350,103.987412,30.766244,500,,
126.954437.37,954437,90,103.987412,30.766244,500,,
126.954437.38,954437,240,103.987412,30.766244,500,,
126.954437.39,954437,350,103.987412,30.766244,500,,
126.954438.31,954438,30,103.985451,30.768832,500,,
126.954438.32,954438,110,103.985451,30.768832,500,,
126.954438.33,954438,280,103.985451,30.768832,500,,
126.954438.34,954438,30,103.985451,30.768832,500,,
126.954438.35,954438,110,103.985451,30.768832,500,,
126.954438.36,954438,280,103.985451,30.768832,500,,
126.954438.37,954438,30,103.985451,30.768832,500,,
126.954438.38,954438,110,103.985451,30.768832,500,,
126.954438.39,954438,280,103.985451,30.768832,500,,
126.954439.1,954439,60,103.983432,30.770802,500,,
126.954439.2,954439,120,103.983432,30.770802,500,,
126.954439.3,954439,230,103.983432,30.770802,500,,
126.954439.31,954439,60,103.983432,30.770802,500,,
126.954439.32,954439,120,103.983432,30.770802,500,,
126.954439.33,954439,230,103.983432,30.770802,500,,
126.954439.34,954439,60,103.983432,30.770802,500,,
126.954439.35,954439,120,103.983432,30.770802,500,,
126.954439.36,954439,230,103.983432,30.770802,500,,
126.954440.31,954440,0,104.01018,30.62757,500,,
126.954440.32,954440,80,104.01018,30.62757,500,,
126.954440.33,954440,180,104.01018,30.62757,500,,
126.954442.1,954442,300,104.047893,30.757046,500,,
126.954442.2,954442,0,104.047893,30.757046,500,,
126.954442.3,954442,0,104.047893,30.757046,500,,
126.954442.4,954442,330,104.047893,30.757046,500,,
126.954442.5,954442,0,104.047893,30.757046,500,,
126.954442.6,954442,0,104.047893,30.757046,500,,
126.954443.1,954443,30,104.047024,30.759488,500,,
126.954443.2,954443,140,104.047024,30.759488,500,,
126.954443.3,954443,0,104.047024,30.759488,500,,
126.954444.1,954444,190,104.048877,30.769859,500,,
126.954444.2,954444,0,104.048877,30.769859,500,,
126.954444.3,954444,0,104.048877,30.769859,500,,
126.954444.4,954444,350,104.048877,30.769859,500,,
126.954445.1,954445,100,104.047686,30.771464,500,,
126.954445.2,954445,200,104.047686,30.771464,500,,
126.954445.3,954445,0,104.047686,30.771464,500,,
126.954445.4,954445,140,104.047686,30.771464,500,,
126.954445.5,954445,240,104.047686,30.771464,500,,
126.954446.31,954446,230,104.065921,30.766569,500,,
126.954446.32,954446,0,104.065921,30.766569,500,,
126.954446.33,954446,0,104.065921,30.766569,500,,
126.954447.31,954447,230,104.065772,30.765444,500,,
126.954447.32,954447,40,104.065772,30.765444,500,,
126.954447.33,954447,0,104.065772,30.765444,500,,
126.954447.34,954447,250,104.065772,30.765444,500,,
126.954448.31,954448,10,104.062947,30.765732,500,,
126.954448.32,954448,80,104.062947,30.765732,500,,
126.954448.33,954448,0,104.062947,30.765732,500,,
126.954448.34,954448,280,104.062947,30.765732,500,,
126.954448.35,954448,130,104.062947,30.765732,500,,
126.954448.36,954448,0,104.062947,30.765732,500,,
126.954449.31,954449,30,104.063807,30.765036,500,,
126.954449.32,954449,140,104.063807,30.765036,500,,
126.954449.33,954449,0,104.063807,30.765036,500,,
126.954449.34,954449,90,104.063807,30.765036,500,,
126.954449.35,954449,140,104.063807,30.765036,500,,
126.954451.31,954451,30,104.068077,30.689469,500,,
126.954451.32,954451,60,104.068077,30.689469,500,,
126.954452.1,954452,40,104.165497,30.647723,500,,
126.954452.2,954452,270,104.165497,30.647723,500,,
126.954452.3,954452,0,104.165497,30.647723,500,,
126.954456.1,954456,50,104.118742,30.770597,500,,
126.954456.2,954456,150,104.118742,30.770597,500,,
126.954456.3,954456,0,104.118742,30.770597,500,,
126.954456.31,954456,340,104.118742,30.770597,500,,
126.954456.32,954456,220,104.118742,30.770597,500,,
126.954456.33,954456,0,104.118742,30.770597,500,,
126.954456.34,954456,50,104.118742,30.770597,500,,
126.954456.35,954456,150,104.118742,30.770597,500,,
126.954456.36,954456,0,104.118742,30.770597,500,,
126.954456.4,954456,340,104.118742,30.770597,500,,
126.954456.5,954456,150,104.118742,30.770597,500,,
126.954456.6,954456,0,104.118742,30.770597,500,,
126.954457.31,954457,60,104.10739,30.586935,500,,
126.954457.32,954457,180,104.10739,30.586935,500,,
126.954457.33,954457,280,104.10739,30.586935,500,,
126.954459.1,954459,0,104.081073,30.628602,500,,
126.954459.2,954459,120,104.081073,30.628602,500,,
126.954459.3,954459,240,104.081073,30.628602,500,,
126.954459.31,954459,0,104.081073,30.628602,500,,
126.954459.32,954459,120,104.081073,30.628602,500,,
126.954459.33,954459,240,104.081073,30.628602,500,,
126.954460.1,954460,0,104.083682,30.632187,500,,
126.954460.2,954460,100,104.083682,30.632187,500,,
126.954460.3,954460,200,104.083682,30.632187,500,,
126.954460.31,954460,0,104.083682,30.632187,500,,
126.954460.32,954460,100,104.083682,30.632187,500,,
126.954460.33,954460,200,104.083682,30.632187,500,,
126.954460.4,954460,0,104.083682,30.632187,500,,
126.954460.5,954460,100,104.083682,30.632187,500,,
126.954460.6,954460,200,104.083682,30.632187,500,,
126.954462.1,954462,0,104.077726,30.636716,500,,
126.954462.2,954462,70,104.077726,30.636716,500,,
126.954462.3,954462,190,104.077726,30.636716,500,,
126.954462.31,954462,0,104.077726,30.636716,500,,
126.954462.32,954462,70,104.077726,30.636716,500,,
126.954462.33,954462,190,104.077726,30.636716,500,,
126.954462.34,954462,0,104.077726,30.636716,500,,
126.954462.35,954462,70,104.077726,30.636716,500,,
126.954462.4,954462,0,104.077726,30.636716,500,,
126.954462.5,954462,70,104.077726,30.636716,500,,
126.954462.6,954462,190,104.077726,30.636716,500,,
126.954462.7,954462,0,104.077726,30.636716,500,,
126.954464.1,954464,0,104.070073,30.643599,500,,
126.954464.2,954464,200,104.070073,30.643599,500,,
126.954464.3,954464,280,104.070073,30.643599,500,,
126.954464.31,954464,0,104.070073,30.643599,500,,
126.954464.32,954464,200,104.070073,30.643599,500,,
126.954464.33,954464,280,104.070073,30.643599,500,,
126.954465.31,954465,0,103.956655,30.63873,500,,
126.954465.32,954465,200,103.956655,30.63873,500,,
126.954465.33,954465,0,103.956655,30.63873,500,,
126.954465.34,954465,160,103.956655,30.63873,500,,
126.954465.35,954465,290,103.956655,30.63873,500,,
126.954465.36,954465,0,103.956655,30.63873,500,,
126.954466.31,954466,20,104.109238,30.623632,500,,
126.954466.32,954466,140,104.109238,30.623632,500,,
126.954466.33,954466,260,104.109238,30.623632,500,,
126.954467.31,954467,60,104.094944,30.585702,500,,
126.954467.32,954467,180,104.094944,30.585702,500,,
126.954467.33,954467,300,104.094944,30.585702,500,,
