cellid,endid,blur,lon,lat,dist,blon,blat 
126.458752.1,458752,40.0,104.067636,30.665546,500.0,104.0709897020373,30.66900084774375
126.458789.33,458789,300.0,104.037001,30.6345,500.0,104.0324840688092,30.63675495249619
126.458790.31,458790,140.0,104.048611,30.617777,500.0,104.05196281605288,30.61432203854736
126.458790.32,458790,210.0,104.048611,30.617777,500.0,104.04600376203355,30.613871133787963
126.458790.33,458790,0.0,104.048611,30.617777,500.0,104.048611,30.622287072722468
126.458791.31,458791,41.0,104.073001,30.5907,500.0,104.07642130943903,30.59410376461773
126.458791.32,458791,180.0,104.073001,30.5907,500.0,104.073001,30.586189905358644
126.458791.33,458791,300.0,104.073001,30.5907,500.0,104.06848610150185,30.59295496783181
126.458791.34,458791,41.0,104.073001,30.5907,500.0,104.07642130943903,30.59410376461773
126.458791.35,458791,180.0,104.073001,30.5907,500.0,104.073001,30.586189905358644
126.458791.36,458791,300.0,104.073001,30.5907,500.0,104.06848610150185,30.59295496783181
126.458792.31,458792,60.0,104.057001,30.6164,500.0,104.06151709065492,30.618654958835062
126.458792.32,458792,180.0,104.057001,30.6164,500.0,104.057001,30.611889923191367
126.458792.33,458792,300.0,104.057001,30.6164,500.0,104.05248490934508,30.618654958835062
126.458793.31,458793,55.0,104.070833,30.693611,500.0,104.07510806978351,30.696197771253676
126.458793.32,458793,175.0,104.070833,30.693611,500.0,104.07128782361063,30.689118138028554
126.458793.33,458793,295.0,104.070833,30.693611,500.0,104.06610310660756,30.695516931094183
126.458794.31,458794,60.0,104.047777,30.632777,500.0,104.05229385114447,30.635031953099713
126.458794.32,458794,160.0,104.047777,30.632777,500.0,104.04956072472433,30.628538912640234
126.458794.33,458794,300.0,104.047777,30.632777,500.0,104.04326014885552,30.635031953099713
126.458795.31,458795,30.0,104.050555,30.621944,500.0,104.05316255900337,30.625849809089992
126.458795.32,458795,310.0,104.050555,30.621944,500.0,104.04656002920846,30.624842955993223
126.458795.33,458795,190.0,104.050555,30.621944,500.0,104.04964948196499,30.61750244205265
126.458796.31,458796,60.0,104.03001,30.644722,500.0,104.03452740622214,30.646976948915327
126.458796.32,458796,180.0,104.03001,30.644722,500.0,104.03001,30.640211942853597
126.458796.33,458796,300.0,104.03001,30.644722,500.0,104.02549259377787,30.646976948915327
126.458797.31,458797,60.0,104.096388,30.656388,500.0,104.10090594865615,30.658642944827776
126.458797.32,458797,180.0,104.096388,30.656388,500.0,104.096388,30.65187795095568
126.458797.33,458797,300.0,104.096388,30.656388,500.0,104.09187005134386,30.658642944827776
126.458798.31,458798,60.0,104.053055,30.649166,500.0,104.05757261281737,30.651420947358343
126.458798.32,458798,180.0,104.053055,30.649166,500.0,104.053055,30.64465594593976
126.458798.33,458798,300.0,104.053055,30.649166,500.0,104.04853738718263,30.651420947358343
126.458799.1,458799,60.0,104.067777,30.662222,500.0,104.0722952200388,30.664476942783306
126.458799.31,458799,60.0,104.067777,30.662222,500.0,104.0722952200388,30.664476942783306
126.458799.32,458799,180.0,104.067777,30.662222,500.0,104.067777,30.657711955008093
126.458799.33,458799,300.0,104.067777,30.662222,500.0,104.06325877996122,30.664476942783306
126.458800.31,458800,80.0,104.076944,30.641944,500.0,104.08208078019834,30.642727061744473
126.458800.32,458800,200.0,104.076944,30.641944,500.0,104.07516010710722,30.637705918616867
126.458800.33,458800,300.0,104.076944,30.641944,500.0,104.0724267228997,30.644198949888565
126.458801.2,458801,0.0,104.109722,30.685001,500.0,104.109722,30.68951102603045
126.458801.31,458801,60.0,104.109722,30.685001,500.0,104.11424128042022,30.687255934798436
126.458801.32,458801,180.0,104.109722,30.685001,500.0,104.109722,30.680490970835123
126.458801.33,458801,270.0,104.109722,30.685001,500.0,104.10450370573945,30.68500089519165
126.458802.31,458802,45.0,103.989722,30.636666,500.0,103.99341017648044,30.639855041751524
126.458802.32,458802,150.0,103.989722,30.636666,500.0,103.99232974429304,30.632760145124365
126.458802.33,458802,320.0,103.989722,30.636666,500.0,103.98636929473761,30.640120863159286
126.458803.31,458803,60.0,104.065277,30.612777,500.0,104.06979292250013,30.615031960103632
126.458803.32,458803,190.0,104.065277,30.612777,500.0,104.0643715672598,30.60833543578796
126.458803.33,458803,290.0,104.065277,30.612777,500.0,104.0603769728652,30.61431944497233
126.458804.31,458804,60.0,104.085001,30.6412,500.0,104.08951824252212,30.643454950149206
126.458804.32,458804,180.0,104.085001,30.6412,500.0,104.085001,30.636689940407912
126.458804.33,458804,300.0,104.085001,30.6412,500.0,104.0804837574779,30.643454950149206
126.458805.31,458805,60.0,104.066111,30.611111,500.0,104.07062684518613,30.613365960686945
126.458805.32,458805,180.0,104.066111,30.611111,500.0,104.066111,30.606600919520726
126.458805.33,458805,300.0,104.066111,30.611111,500.0,104.06159515481389,30.613365960686945
126.458806.31,458806,60.0,104.044722,30.646111,500.0,104.04923947078981,30.648365948428697
126.458806.32,458806,180.0,104.044722,30.646111,500.0,104.044722,30.64160094381817
126.458806.33,458806,300.0,104.044722,30.646111,500.0,104.04020452921017,30.648365948428697
126.458806.4,458806,60.0,104.044722,30.646111,500.0,104.04923947078981,30.648365948428697
126.458806.5,458806,180.0,104.044722,30.646111,500.0,104.044722,30.64160094381817
126.458806.6,458806,300.0,104.044722,30.646111,500.0,104.04020452921017,30.648365948428697
126.458807.31,458807,60.0,104.060833,30.6825,500.0,104.06535216393733,30.684754935675304
126.458807.32,458807,180.0,104.060833,30.6825,500.0,104.060833,30.677989969097073
126.458807.33,458807,300.0,104.060833,30.6825,500.0,104.05631383606267,30.684754935675304
126.458807.4,458807,60.0,104.060833,30.6825,500.0,104.06535216393733,30.684754935675304
126.458807.5,458807,180.0,104.060833,30.6825,500.0,104.060833,30.677989969097073
126.458807.6,458807,300.0,104.060833,30.6825,500.0,104.05631383606267,30.684754935675304
126.458808.31,458808,60.0,104.069722,30.6175,500.0,104.07423814171541,30.619754958449896
126.458808.32,458808,180.0,104.069722,30.6175,500.0,104.069722,30.612989923954828
126.458808.33,458808,300.0,104.069722,30.6175,500.0,104.06520585828459,30.619754958449896
126.458809.31,458809,80.0,104.012777,30.643611,500.0,104.01791386829915,30.64439406153676
126.458809.32,458809,200.0,104.012777,30.643611,500.0,104.01099307651782,30.63937291970382
126.458809.33,458809,300.0,104.012777,30.643611,500.0,104.00825964541947,30.645865949304564
126.458810.31,458810,50.0,104.034444,30.614166,500.0,104.03843865140105,30.617064959482317
126.458810.32,458810,200.0,104.034444,30.614166,500.0,104.03266061645616,30.60992790050958
126.458810.33,458810,310.0,104.034444,30.614166,500.0,104.03044934859894,30.617064959482317
126.458811.31,458811,60.0,104.068055,30.595833,500.0,104.07257013648189,30.59808796603527
126.458811.32,458811,180.0,104.068055,30.595833,500.0,104.068055,30.59132290891963
126.458811.33,458811,270.0,104.068055,30.595833,500.0,104.06284149020736,30.59583289556107
126.458811.34,458811,60.0,104.068055,30.595833,500.0,104.07257013648189,30.59808796603527
126.458811.35,458811,180.0,104.068055,30.595833,500.0,104.068055,30.59132290891963
126.458811.36,458811,270.0,104.068055,30.595833,500.0,104.06284149020736,30.59583289556107
126.458812.31,458812,66.0,104.068055,30.653611,500.0,104.07282069809631,30.65544531473373
126.458812.32,458812,140.0,104.068055,30.653611,500.0,104.07140805145717,30.65015605754527
126.458812.33,458812,280.0,104.068055,30.653611,500.0,104.06291760304701,30.654394060290553
126.458813.31,458813,60.0,104.093611,30.626388,500.0,104.09812755438769,30.628642955337412
126.458813.32,458813,180.0,104.093611,30.626388,500.0,104.093611,30.62187793012421
126.458813.33,458813,300.0,104.093611,30.626388,500.0,104.0890944456123,30.628642955337412
126.458814.31,458814,160.0,104.00894,30.64821,500.0,104.01072400788695,30.643971922702725
126.458814.32,458814,340.0,104.00894,30.64821,500.0,104.00715583650094,30.65244805004662
126.458814.33,458814,0.0,104.00894,30.64821,500.0,104.00894,30.652720051591924
126.458815.1,458815,60.0,103.951666,30.759166,500.0,103.95618874127067,30.76142090877699
126.458815.2,458815,0.0,103.951666,30.759166,500.0,103.951666,30.763675974448162
126.458815.31,458815,60.0,103.951666,30.759166,500.0,103.95618874127067,30.76142090877699
126.458815.32,458815,0.0,103.951666,30.759166,500.0,103.951666,30.763675974448162
126.458815.33,458815,0.0,103.951666,30.759166,500.0,103.951666,30.763675974448162
126.458816.31,458816,90.0,104.0475,30.624722,500.0,104.05271505753899,30.62472189544145
126.458816.32,458816,18.0,104.0475,30.624722,500.0,104.04911161247743,30.629011319555016
126.458816.33,458816,230.0,104.0475,30.624722,500.0,104.04350515323598,30.62182292124465
126.458817.31,458817,60.0,104.165277,30.615,500.0,104.1697930256729,30.61725495932528
126.458817.32,458817,180.0,104.165277,30.615,500.0,104.165277,30.61048992221971
126.458817.33,458817,300.0,104.165277,30.615,500.0,104.1607609743271,30.61725495932528
126.458818.31,458818,60.0,104.126111,30.621388,500.0,104.13062732221366,30.623642957088414
126.458818.32,458818,180.0,104.126111,30.621388,500.0,104.126111,30.616877926653455
126.458818.33,458818,300.0,104.126111,30.621388,500.0,104.12159467778633,30.623642957088414
126.458819.31,458819,60.0,104.0388,30.63747,500.0,104.04331706918595,30.639724951455847
126.458819.32,458819,180.0,104.0388,30.63747,500.0,104.0388,30.632959937817965
126.458819.33,458819,300.0,104.0388,30.63747,500.0,104.03428293081404,30.639724951455847
126.458820.1,458820,90.0,104.046388,30.644722,500.0,104.05160413036717,30.644721895358604
126.458820.31,458820,90.0,104.046388,30.644722,500.0,104.05160413036717,30.644721895358604
126.458820.32,458820,160.0,104.046388,30.644722,500.0,104.0481719438704,30.64048392042825
126.458820.33,458820,330.0,104.046388,30.644722,500.0,104.04377982999779,30.648627795369787
126.458821.31,458821,50.0,104.029166,30.670833,500.0,104.03316298119364,30.67373193405041
126.458821.32,458821,200.0,104.029166,30.670833,500.0,104.02738157663265,30.666594937458548
126.458821.33,458821,300.0,104.029166,30.670833,500.0,104.02464737925449,30.673087939765242
126.458822.31,458822,70.0,104.049238,30.630642,500.0,104.05413892712724,30.632184440665533
126.458822.32,458822,210.0,104.049238,30.630642,500.0,104.04663041723464,30.62673614150856
126.458822.33,458822,310.0,104.049238,30.630642,500.0,104.04524267189198,30.6335409520908
126.458822.34,458822,70.0,104.049238,30.630642,500.0,104.05413892712724,30.632184440665533
126.458823.31,458823,60.0,104.082777,30.634166,500.0,104.08729391567344,30.63642095261319
126.458823.32,458823,180.0,104.082777,30.634166,500.0,104.082777,30.62965593552397
126.458823.33,458823,300.0,104.082777,30.634166,500.0,104.07826008432654,30.63642095261319
126.458823.4,458823,60.0,104.082777,30.634166,500.0,104.08729391567344,30.63642095261319
126.458823.5,458823,180.0,104.082777,30.634166,500.0,104.082777,30.62965593552397
126.458823.6,458823,300.0,104.082777,30.634166,500.0,104.07826008432654,30.63642095261319
126.458824.1,458824,20.0,104.049722,30.703888,500.0,104.05150718733046,30.70812601366239
126.458824.2,458824,0.0,104.049722,30.703888,500.0,104.049722,30.70839801290128
126.458824.31,458824,250.0,104.049722,30.703888,500.0,104.04481753052679,30.70234539140622
126.458824.32,458824,0.0,104.049722,30.703888,500.0,104.049722,30.70839801290128
126.458824.33,458824,0.0,104.049722,30.703888,500.0,104.049722,30.70839801290128
126.458825.1,458825,60.0,103.968333,30.758611,500.0,103.9728557153242,30.760865908971848
126.458825.31,458825,60.0,103.968333,30.758611,500.0,103.9728557153242,30.760865908971848
126.458825.32,458825,0.0,103.968333,30.758611,500.0,103.968333,30.763120974834436
126.458825.33,458825,0.0,103.968333,30.758611,500.0,103.968333,30.763120974834436
126.458826.31,458826,60.0,104.096667,30.664167,500.0,104.10118531053283,30.66642194210165
126.458826.32,458826,180.0,104.096667,30.664167,500.0,104.096667,30.659656956359232
126.458826.33,458826,300.0,104.096667,30.664167,500.0,104.09214868946717,30.66642194210165
126.458827.1,458827,0.0,104.056176,30.622886,500.0,104.056176,30.627396069176
126.458827.31,458827,200.0,104.056176,30.622886,500.0,104.05439245663909,30.618647906192727
126.458827.32,458827,0.0,104.056176,30.622886,500.0,104.056176,30.627396069176
126.458827.33,458827,0.0,104.056176,30.622886,500.0,104.056176,30.627396069176
126.458827.34,458827,350.0,104.056938,30.625133,500.0,104.05603236957967,30.629574546425534
126.458827.35,458827,0.0,104.056631,30.625575,500.0,104.056631,30.630085067309263
126.458827.36,458827,0.0,104.05765,30.62648,500.0,104.05765,30.63099006668097
126.458828.31,458828,60.0,104.04358,30.69194,500.0,104.04809960367736,30.694194932365395
126.458828.32,458828,180.0,104.04358,30.69194,500.0,104.04358,30.687429975657775
126.458828.33,458828,300.0,104.04358,30.69194,500.0,104.03906039632265,30.694194932365395
126.458829.31,458829,40.0,104.025555,30.673888,500.0,104.02890899022516,30.677342843289395
126.458829.32,458829,270.0,104.025555,30.673888,500.0,104.02033730319589,30.673887895237737
126.458829.33,458829,350.0,104.025555,30.673888,500.0,104.02464891500155,30.67832951307118
126.458830.3,458830,0.0,104.067222,30.677777,500.0,104.067222,30.68228703105091
126.458830.31,458830,70.0,104.067222,30.677777,500.0,104.0721253055436,30.679319429295447
126.458830.32,458830,150.0,104.067222,30.677777,500.0,104.06983084794935,30.67387116981159
126.458830.33,458830,300.0,104.067222,30.677777,500.0,104.06270305599426,30.680031937331087
126.458831.31,458831,70.0,104.021001,30.6928,500.0,104.02590506478221,30.6943424256694
126.458831.32,458831,180.0,104.021001,30.6928,500.0,104.021001,30.68828997625551
126.458831.33,458831,300.0,104.021001,30.6928,500.0,104.01648135625122,30.69505493206381
126.458832.31,458832,130.0,104.073611,30.623888,500.0,104.07760581251641,30.620988920874563
126.458832.32,458832,0.0,104.073611,30.623888,500.0,104.073611,30.628398068480415
126.458832.33,458832,0.0,104.073611,30.623888,500.0,104.073611,30.628398068480415
126.458832.34,458832,310.0,104.07041,30.62567,500.0,104.06641487616236,30.628568954321604
126.458833.1,458833,0.0,104.009444,30.653888,500.0,104.009444,30.65839804764815
126.458833.31,458833,0.0,104.009444,30.653888,500.0,104.009444,30.65839804764815
126.458833.32,458833,120.0,104.009444,30.653888,500.0,104.01396162267173,30.651632896493986
126.458833.33,458833,240.0,104.009444,30.653888,500.0,104.00492637732827,30.651632896493986
126.458834.31,458834,100.0,104.050257,30.687408,500.0,104.05539610264724,30.68662474051313
126.458834.32,458834,200.0,104.050257,30.687408,500.0,104.04847227192663,30.683169948273605
126.458834.33,458834,300.0,104.050257,30.687408,500.0,104.04573760746112,30.689662933954505
126.458835.1,458835,0.0,104.054444,30.643888,500.0,104.054444,30.648398054593557
126.458835.31,458835,0.0,104.054444,30.643888,500.0,104.054444,30.648398054593557
126.458835.32,458835,0.0,104.054444,30.643888,500.0,104.054444,30.648398054593557
126.458835.33,458835,300.0,104.054444,30.643888,500.0,104.0499266325442,30.646142949207515
126.458836.31,458836,60.0,104.078611,30.659722,500.0,104.08312910373549,30.661976943659432
126.458836.32,458836,180.0,104.078611,30.659722,500.0,104.078611,30.655211953271483
126.458836.33,458836,270.0,104.078611,30.659722,500.0,104.07339406430464,30.659721895296446
126.458837.31,458837,70.0,104.069626,30.60608,500.0,104.07452568996521,30.607622446586433
126.458837.32,458837,180.0,104.069626,30.60608,500.0,104.069626,30.60156991602947
126.458837.33,458837,300.0,104.069626,30.60608,500.0,104.06511038824812,30.60833496244831
126.458837.34,458837,70.0,104.069626,30.60608,500.0,104.07452568996521,30.607622446586433
126.458838.31,458838,60.0,104.034166,30.607777,500.0,104.0386816904847,30.610031961854208
126.458838.32,458838,180.0,104.034166,30.607777,500.0,104.034166,30.603266917207062
126.458838.33,458838,300.0,104.034166,30.607777,500.0,104.0296503095153,30.610031961854208
126.458839.31,458839,60.0,104.045833,30.618611,500.0,104.05034919328938,30.62086595806086
126.458839.32,458839,180.0,104.045833,30.618611,500.0,104.045833,30.614100924725946
126.458839.33,458839,300.0,104.045833,30.618611,500.0,104.04131680671063,30.62086595806086
126.458840.1,458840,60.0,104.055001,30.6975,500.0,104.05952086277426,30.69975493041563
126.458840.31,458840,60.0,104.055,30.6975,500.0,104.05951986277427,30.69975493041563
126.458840.32,458840,0.0,104.055,30.6975,500.0,104.055,30.702010017342392
126.458840.33,458840,0.0,104.055,30.6975,500.0,104.055,30.702010017342392
126.458841.31,458841,60.0,104.00702,30.67118,500.0,104.01153863689655,30.67343493964361
126.458841.32,458841,180.0,104.00702,30.67118,500.0,104.00702,30.666669961231356
