cellid,endid,blur,lon,lat,dist,blon,blat 
126.460275.31,460275,0.0,103.923883,30.819262,500.0,103.923883,30.82377193259792
126.460275.32,460275,120.0,103.923883,30.819262,500.0,103.92840834360278,30.817006953500673
126.460275.33,460275,240.0,103.923883,30.819262,500.0,103.91935765639722,30.81700695350067
126.460275.34,460275,0.0,103.923883,30.819262,500.0,103.923883,30.82377193259792
126.460277.31,460277,10.0,104.036278,30.547886,500.0,104.03718291246464,30.552327599208294
126.460277.32,460277,120.0,104.036278,30.547886,500.0,104.0407907072746,30.545630860047805
126.460277.33,460277,240.0,104.036278,30.547886,500.0,104.0317652927254,30.545630860047797
126.460278.2,460278,80.0,103.952,30.789,500.0,103.95714458051143,30.789783043395076
126.460278.31,460278,0.0,103.95214,30.788985,500.0,103.95214,30.793494953688445
126.460278.32,460278,80.0,103.95214,30.788985,500.0,103.95728457971283,30.789768043396943
126.460278.33,460278,0.0,103.95214,30.788985,500.0,103.95214,30.793494953688445
126.460279.31,460279,5.0,104.066017,30.571867,500.0,104.06647129650025,30.576359941479737
126.460280.31,460280,0.0,103.909433,30.614327,500.0,103.909433,30.618837075117145
126.460280.32,460280,100.0,103.909433,30.614327,500.0,103.91456823905543,30.613543731992937
126.460280.33,460280,200.0,103.909433,30.614327,500.0,103.90764961350605,30.6100889006145
126.460281.1,460281,0.0,103.899,30.7653,500.0,103.899,30.769809970178688
126.460281.3,460281,0.0,103.899,30.7653,500.0,103.899,30.769809970178688
126.460281.31,460281,80.0,103.899413,30.765072,500.0,103.90455630737227,30.765855046384257
126.460281.32,460281,200.0,103.899413,30.765072,500.0,103.89762684081273,30.76083399899406
126.460281.33,460281,340.0,103.899413,30.765072,500.0,103.89762668428843,30.769309973635792
126.460282.31,460282,70.0,103.903,30.7612,500.0,103.9079075288527,30.76274240914684
126.460282.32,460282,150.0,103.903,30.7612,500.0,103.90561109451298,30.75729421996655
126.460282.33,460282,320.0,103.903,30.7612,500.0,103.89964298619195,30.76465479662523
126.460283.31,460283,60.0,104.019,30.5726,500.0,104.02351405980856,30.574854974165383
126.460283.32,460283,180.0,104.019,30.5726,500.0,104.019,30.568089892804675
126.460283.33,460283,300.0,104.019,30.5726,500.0,104.01448594019145,30.574854974165383
126.460284.1,460284,60.0,104.26198,30.57055,500.0,104.26649396486688,30.57280497488257
126.460284.2,460284,180.0,104.26198,30.57055,500.0,104.26198,30.566039891383085
126.460284.31,460284,60.0,104.261873,30.570628,500.0,104.26638696847913,30.57288297485528
126.460284.32,460284,180.0,104.261873,30.570628,500.0,104.261873,30.566117891437173
126.460284.33,460284,0.0,104.261873,30.570628,500.0,104.261873,30.575138105435183
126.460286.1,460286,177.0,103.908,30.7579,500.0,103.90827329724652,30.75339620201499
126.460286.2,460286,260.0,103.908,30.7579,500.0,103.90285715718645,30.75711674874266
126.460286.3,460286,330.0,103.908,30.7579,500.0,103.90538878372502,30.761805727109493
126.460286.31,460286,177.0,103.907878,30.757857,500.0,103.90815129712509,30.753353201985107
126.460286.32,460286,260.0,103.907878,30.757857,500.0,103.90273515947197,30.757073748737646
126.460286.33,460286,330.0,103.907878,30.757857,500.0,103.90526678488568,30.761762727135466
126.460287.31,460287,30.0,104.075,30.5642,500.0,104.07760601320088,30.56810584384497
126.460287.32,460287,110.0,104.075,30.5642,500.0,104.07989742906983,30.562657358745994
126.460287.33,460287,250.0,104.075,30.5642,500.0,104.07010257093017,30.562657358745994
126.460288.31,460288,85.0,104.06041,30.55337,500.0,104.06560142946454,30.553762979284578
126.460288.32,460288,180.0,104.06041,30.55337,500.0,104.06041,30.548859879471724
126.460288.33,460288,275.0,104.06041,30.55337,500.0,104.05521857053547,30.553762979284578
126.460288.41,460288,85.0,104.06041,30.55337,500.0,104.06560142946454,30.553762979284578
126.460288.42,460288,180.0,104.06041,30.55337,500.0,104.06041,30.548859879471724
126.460288.43,460288,275.0,104.06041,30.55337,500.0,104.05521857053547,30.553762979284578
126.460288.51,460288,85.0,104.06041,30.55337,500.0,104.06560142946454,30.553762979284578
126.460288.52,460288,180.0,104.06041,30.55337,500.0,104.06041,30.548859879471724
126.460288.53,460288,275.0,104.06041,30.55337,500.0,104.05521857053547,30.553762979284578
126.460289.1,460289,40.0,104.072,30.5453,500.0,104.07534956132359,30.548754911872507
126.460289.2,460289,140.0,104.072,30.5453,500.0,104.07534932413695,30.541845000162446
126.460289.3,460289,280.0,104.072,30.5453,500.0,104.06686831484441,30.54608307377552
126.460289.31,460289,40.0,104.072023,30.545342,500.0,104.07537256276551,30.548796911850136
126.460289.32,460289,140.0,104.072023,30.545342,500.0,104.07537232557837,30.541887000184683
126.460289.33,460289,280.0,104.072023,30.545342,500.0,104.06689131263555,30.546125073770305
126.460289.34,460289,40.0,104.072,30.5453,500.0,104.07534956132359,30.548754911872507
126.460289.35,460289,140.0,104.072,30.5453,500.0,104.07534932413695,30.541845000162446
126.460289.36,460289,280.0,104.072,30.5453,500.0,104.06686831484441,30.54608307377552
126.460289.41,460289,40.0,104.072023,30.545342,500.0,104.07537256276551,30.548796911850136
126.460289.42,460289,140.0,104.072023,30.545342,500.0,104.07537232557837,30.541887000184683
126.460289.43,460289,280.0,104.072023,30.545342,500.0,104.06689131263555,30.546125073770305
126.460289.51,460289,40.0,104.072023,30.545342,500.0,104.07537256276551,30.548796911850136
126.460289.52,460289,140.0,104.072023,30.545342,500.0,104.07537232557837,30.541887000184683
126.460289.53,460289,280.0,104.072023,30.545342,500.0,104.06689131263555,30.546125073770305
126.460291.31,460291,60.0,104.024723,30.606662,500.0,104.02923863875318,30.608916962244557
126.460291.32,460291,180.0,104.024723,30.606662,500.0,104.024723,30.60215191643332
126.460291.33,460291,300.0,104.024723,30.606662,500.0,104.0202073612468,30.608916962244557
126.460292.1,460292,60.0,104.04623,30.51836,500.0,104.05074155108035,30.520614993131908
126.460292.2,460292,180.0,104.04623,30.51836,500.0,104.04623,30.51384985521051
126.460292.3,460292,300.0,104.04623,30.51836,500.0,104.04171844891964,30.520614993131908
126.460292.31,460292,60.0,104.04623,30.51836,500.0,104.05074155108035,30.520614993131908
126.460292.32,460292,180.0,104.04623,30.51836,500.0,104.04623,30.51384985521051
126.460292.33,460292,300.0,104.04623,30.51836,500.0,104.04171844891964,30.520614993131908
126.460292.34,460292,60.0,104.04623,30.51836,500.0,104.05074155108035,30.520614993131908
126.460292.35,460292,180.0,104.04623,30.51836,500.0,104.04623,30.51384985521051
126.460292.36,460292,300.0,104.04623,30.51836,500.0,104.04171844891964,30.520614993131908
126.460295.31,460295,30.0,104.022,30.5671,500.0,104.02460609072682,30.571005842100433
126.460295.32,460295,150.0,104.022,30.5671,500.0,104.02460588192059,30.56319410339396
126.460295.33,460295,270.0,104.022,30.5671,500.0,104.01678802737072,30.567099895679952
126.460296.31,460296,10.0,104.004282,30.543775,500.0,104.00518687433383,30.548216602015152
126.460296.32,460296,120.0,104.004282,30.543775,500.0,104.00879451717078,30.541519858635827
126.460296.33,460296,220.0,104.004282,30.543775,500.0,104.00093272819848,30.540319999355358
126.460298.31,460298,60.0,103.94233,30.7661,500.0,103.94685306549883,30.768354906342278
126.460298.32,460298,180.0,103.94233,30.7661,500.0,103.94233,30.761590027239
126.460298.33,460298,300.0,103.94233,30.7661,500.0,103.93780693450117,30.768354906342278
126.460299.31,460299,300.0,103.974002,30.735793,500.0,103.96948035080146,30.738047916981557
126.460299.32,460299,0.0,103.974002,30.735793,500.0,103.974002,30.740302990712067
126.460299.33,460299,0.0,103.974002,30.735793,500.0,103.974002,30.740302990712067
126.460299.34,460299,350.0,103.974002,30.735793,500.0,103.97309533621168,30.740234470676036
126.460299.35,460299,0.0,103.974002,30.735793,500.0,103.974002,30.740302990712067
126.460299.36,460299,0.0,103.974002,30.735793,500.0,103.974002,30.740302990712067
126.460300.31,460300,50.0,103.91171,30.80597,500.0,103.91571256398815,30.808868873290823
126.460300.32,460300,160.0,103.91171,30.80597,500.0,103.9134969150581,30.801732025733465
126.460300.33,460300,250.0,103.91171,30.80597,500.0,103.90680035420331,30.804427415328654
126.460301.31,460301,40.0,103.910579,30.787375,500.0,103.9139369228216,30.790829782620893
126.460301.32,460301,160.0,103.910579,30.787375,500.0,103.91236557119586,30.78313701357336
126.460301.33,460301,300.0,103.910579,30.787375,500.0,103.90605493899567,30.789629898870032
126.460302.2,460302,180.0,103.921472,30.794285,500.0,103.921472,30.789775046861738
126.460302.31,460302,0.0,103.921472,30.794285,500.0,103.921472,30.798794949997404
126.460302.32,460302,180.0,103.921472,30.794285,500.0,103.921472,30.789775046861738
126.460302.33,460302,0.0,103.921472,30.794285,500.0,103.921472,30.798794949997404
126.460303.31,460303,30.0,104.05373,30.55849,500.0,104.05633586058798,30.562395847279625
126.460303.32,460303,170.0,104.05373,30.55849,500.0,104.05463492842794,30.55404839871103
126.460303.33,460303,260.0,104.05373,30.55849,500.0,104.04859770335615,30.55770672549114
126.460303.41,460303,30.0,104.05373,30.55849,500.0,104.05633586058798,30.562395847279625
126.460303.42,460303,170.0,104.05373,30.55849,500.0,104.05463492842794,30.55404839871103
126.460303.43,460303,260.0,104.05373,30.55849,500.0,104.04859770335615,30.55770672549114
126.460303.51,460303,30.0,104.05373,30.55849,500.0,104.05633586058798,30.562395847279625
126.460303.52,460303,170.0,104.05373,30.55849,500.0,104.05463492842794,30.55404839871103
126.460303.53,460303,260.0,104.05373,30.55849,500.0,104.04859770335615,30.55770672549114
126.460304.31,460304,60.0,103.98855,30.58802,500.0,103.99306477426842,30.59027496876974
126.460304.32,460304,180.0,103.98855,30.58802,500.0,103.98855,30.583509903499547
126.460304.33,460304,300.0,103.98855,30.58802,500.0,103.98403522573159,30.59027496876974
126.460305.31,460305,60.0,103.973,30.5919,500.0,103.97751495412884,30.594154967411825
126.460305.32,460305,180.0,103.973,30.5919,500.0,103.973,30.5873899061911
126.460305.33,460305,300.0,103.973,30.5919,500.0,103.96848504587116,30.594154967411825
126.460306.31,460306,60.0,104.023158,30.549598,500.0,104.02767099507703,30.551852982211084
126.460306.32,460306,180.0,104.023158,30.549598,500.0,104.023158,30.545087876857014
126.460306.33,460306,280.0,104.023158,30.549598,500.0,104.01802608878009,30.55038107324095
126.460307.31,460307,60.0,103.94392,30.587495,500.0,103.94843474993432,30.589749968953456
126.460307.32,460307,180.0,103.94392,30.587495,500.0,103.94392,30.582984903135372
126.460307.33,460307,300.0,103.94392,30.587495,500.0,103.93940525006569,30.589749968953456
126.460308.31,460308,60.0,103.99398,30.58266,500.0,103.99849452585906,30.584914970645436
126.460308.32,460308,180.0,103.99398,30.58266,500.0,103.99398,30.57814989978164
126.460308.33,460308,300.0,103.99398,30.58266,500.0,103.98946547414093,30.584914970645436
126.460309.31,460309,70.0,104.04505,30.56931,500.0,104.04994784074823,30.57085245544495
126.460309.32,460309,200.0,104.04505,30.56931,500.0,104.04326743745622,30.565071871290176
126.460309.33,460309,290.0,104.04505,30.56931,500.0,104.04015215925178,30.57085245544495
126.460309.34,460309,70.0,104.04505,30.56931,500.0,104.04994784074823,30.57085245544495
126.460309.35,460309,200.0,104.04505,30.56931,500.0,104.04326743745622,30.565071871290176
126.460309.36,460309,290.0,104.04505,30.56931,500.0,104.04015215925178,30.57085245544495
126.460312.31,460312,90.0,104.000794,30.683244,500.0,104.00601219977865,30.683243895198938
126.460312.32,460312,0.0,104.00176,30.6908,500.0,104.00176,30.695310021999813
126.460314.31,460314,60.0,104.07,30.5256,500.0,104.07451188555233,30.527854990601373
126.460314.32,460314,160.0,104.07,30.5256,500.0,104.07178176429616,30.521361842841465
126.460314.33,460314,300.0,104.07,30.5256,500.0,104.06548811444766,30.527854990601373
126.460316.31,460316,30.0,103.92678,30.77752,500.0,103.92939174612347,30.781425715261317
126.460316.32,460316,120.0,103.92678,30.77752,500.0,103.93130338871859,30.775264939094818
126.460316.33,460316,270.0,103.92678,30.77752,500.0,103.9215567187873,30.77751989480765
126.460320.1,460320,60.0,104.23448,30.52951,500.0,104.23899206623628,30.531764989234617
126.460320.31,460320,60.0,104.23448,30.52951,500.0,104.23899206623628,30.531764989234617
126.460320.34,460320,60.0,104.23448,30.52951,500.0,104.23899206623628,30.531764989234617
126.460325.3,460325,0.0,103.98763,30.82268,500.0,103.98763,30.827189930216228
126.460325.31,460325,200.0,103.98763,30.82268,500.0,103.98584277566381,30.8184420366645
126.460325.32,460325,320.0,103.98763,30.82268,500.0,103.98427084920405,30.82613476372082
126.460325.4,460325,200.0,103.98763,30.82268,500.0,103.98584277566381,30.8184420366645
126.460326.1,460326,90.0,103.982983,30.821765,500.0,103.98820867429457,30.82176489462376
126.460326.2,460326,270.0,103.982983,30.821765,500.0,103.97775732570544,30.82176489462376
126.460326.31,460326,90.0,103.982983,30.821765,500.0,103.98820867429457,30.82176489462376
126.460326.32,460326,270.0,103.982983,30.821765,500.0,103.97775732570544,30.82176489462376
126.460326.33,460326,0.0,103.982983,30.821765,500.0,103.982983,30.826274930853838
126.460326.34,460326,90.0,103.982983,30.821765,500.0,103.98820867429457,30.82176489462376
126.460327.3,460327,0.0,103.98602,30.82241,500.0,103.98602,30.826919930404383
126.460327.31,460327,70.0,103.98602,30.82241,500.0,103.99093063888174,30.823952394342946
126.460327.32,460327,160.0,103.98602,30.82241,500.0,103.9878072193368,30.81817203648786
126.460327.4,460327,70.0,103.98602,30.82241,500.0,103.99093063888174,30.823952394342946
126.460328.1,460328,30.0,103.986507,30.822704,500.0,103.98911996832564,30.826609687958857
126.460328.2,460328,210.0,103.986507,30.822704,500.0,103.98389424316737,30.81879825699419
126.460328.3,460328,210.0,103.986507,30.822704,500.0,103.98389424316737,30.81879825699419
126.460328.31,460328,30.0,103.986507,30.822704,500.0,103.98911996832564,30.826609687958857
126.460328.32,460328,210.0,103.986507,30.822704,500.0,103.98389424316737,30.81879825699419
126.460328.33,460328,210.0,103.986507,30.822704,500.0,103.98389424316737,30.81879825699419
126.460328.34,460328,30.0,103.986507,30.822704,500.0,103.98911996832564,30.826609687958857
126.460328.35,460328,210.0,103.986507,30.822704,500.0,103.98389424316737,30.81879825699419
126.460328.36,460328,210.0,103.986507,30.822704,500.0,103.98389424316737,30.81879825699419
126.460329.31,460329,20.0,103.98962,30.82245,500.0,103.99140737705132,30.82668793605704
126.460329.32,460329,200.0,103.98962,30.82245,500.0,103.98783277992256,30.818212036514037
126.460329.33,460329,0.0,103.98962,30.82245,500.0,103.98962,30.826959930376514
126.460329.34,460329,20.0,103.98962,30.82245,500.0,103.99140737705132,30.82668793605704
126.460350.31,460350,60.0,103.86272,30.762816,500.0,103.86724291192762,30.76507090749542
126.460350.32,460350,180.0,103.86272,30.762816,500.0,103.86272,30.758306024953313
126.460350.33,460350,300.0,103.86272,30.762816,500.0,103.85819708807237,30.76507090749542
126.460351.31,460351,70.0,103.869,30.754,500.0,103.87390716365377,30.75554241088707
126.460351.32,460351,190.0,103.869,30.754,500.0,103.86809324887909,30.749558532420515
126.460351.33,460351,320.0,103.869,30.754,500.0,103.8656432360266,30.75745480047621
126.460355.31,460355,60.0,103.88,30.6479,500.0,103.88451755395813,30.650154947801912
126.460355.32,460355,180.0,103.88,30.6479,500.0,103.88,30.64338994506055
126.460355.33,460355,300.0,103.88,30.6479,500.0,103.87548244604186,30.650154947801912
126.460379.31,460379,10.0,104.24908,30.77729,500.0,104.249987052778,30.781731442229347
126.460379.32,460379,120.0,104.24908,30.77729,500.0,104.25360337795846,30.775034939015477
126.460379.33,460379,240.0,104.24908,30.77729,500.0,104.24455662204156,30.775034939015477
126.460380.31,460380,90.0,103.94841,30.58705,500.0,103.9536230396827,30.587049895597417
126.460380.32,460380,180.0,103.94841,30.58705,500.0,103.94841,30.58253990282669
126.460381.31,460381,60.0,103.96877,30.59461,500.0,103.97328507977379,30.59686496646333
126.460381.32,460381,180.0,103.96877,30.59461,500.0,103.96877,30.590099908071142
126.460381.33,460381,300.0,103.96877,30.59461,500.0,103.96425492022622,30.59686496646333
126.460382.31,460382,60.0,103.93018,30.799374,500.0,103.93470462293331,30.80162889465439
126.460382.32,460382,180.0,103.93018,30.799374,500.0,103.93018,30.794864050405884
126.460382.33,460382,300.0,103.93018,30.799374,500.0,103.92565537706668,30.80162889465439
126.460383.31,460383,20.0,104.02776,30.5535,500.0,104.02954242848976,30.557738111848582
126.460383.32,460383,120.0,104.02776,30.5535,500.0,104.03227296694465,30.551244861976183
126.460383.33,460383,240.0,104.02776,30.5535,500.0,104.02324703305536,30.55124486197618
126.460383.41,460383,20.0,104.02776,30.5535,500.0,104.02954242848976,30.557738111848582
126.460383.42,460383,120.0,104.02776,30.5535,500.0,104.03227296694465,30.551244861976183
126.460383.43,460383,240.0,104.02776,30.5535,500.0,104.02324703305536,30.55124486197618
126.460383.51,460383,20.0,104.02776,30.5535,500.0,104.02954242848976,30.557738111848582
126.460383.52,460383,120.0,104.02776,30.5535,500.0,104.03227296694465,30.551244861976183
126.460383.53,460383,240.0,104.02776,30.5535,500.0,104.02324703305536,30.55124486197618
126.460384.31,460384,40.0,103.8965,30.78684,500.0,103.89985790423002,30.790294782907196
126.460384.32,460384,200.0,103.8965,30.78684,500.0,103.89471343869272,30.782602013223563
126.460384.33,460384,300.0,103.8965,30.78684,500.0,103.89197596404256,30.789094899057964
126.460385.31,460385,40.0,103.875748,30.796747,500.0,103.87910624858552,30.80020177760494
126.460385.32,460385,130.0,103.875748,30.796747,500.0,103.87974994157308,30.793847997707182
126.460385.33,460385,230.0,103.875748,30.796747,500.0,103.87174605842692,30.793847997707182
126.460386.2,460386,150.0,103.882662,30.795472,500.0,103.88527402017831,30.791566240594243
126.460386.31,460386,0.0,103.882662,30.795472,500.0,103.882662,30.799981949170693
126.460386.32,460386,150.0,103.882662,30.795472,500.0,103.88527402017831,30.791566240594243
126.460386.33,460386,0.0,103.882662,30.795472,500.0,103.882662,30.799981949170693
126.460387.31,460387,120.0,103.8729,30.79932,500.0,103.8774244091577,30.797064946616956
126.460387.32,460387,210.0,103.8729,30.79932,500.0,103.87028787579024,30.795414242911125
126.460387.33,460387,300.0,103.8729,30.79932,500.0,103.86837537959633,30.801574894673372
126.460388.31,460388,60.0,103.894957,30.800208,500.0,103.89948166200321,30.80246289436135
126.460388.32,460388,180.0,103.894957,30.800208,500.0,103.894957,30.79569805098674
126.460388.33,460388,300.0,103.894957,30.800208,500.0,103.8904323379968,30.80246289436135
126.460389.3,460389,320.0,103.93203,30.79201,500.0,103.92867191608829,30.795464780140314
126.460389.31,460389,0.0,103.93203,30.79201,500.0,103.93203,30.79651995158181
126.460389.32,460389,0.0,103.93203,30.79201,500.0,103.93203,30.79651995158181
126.460389.33,460389,320.0,103.93203,30.79201,500.0,103.92867191608829,30.795464780140314
126.460389.34,460389,0.0,103.93203,30.79201,500.0,103.93203,30.79651995158181
126.460389.35,460389,0.0,103.93203,30.79201,500.0,103.93203,30.79651995158181
126.460389.36,460389,0.0,103.93203,30.79201,500.0,103.93203,30.79651995158181
126.460390.31,460390,100.0,103.87987,30.80216,500.0,103.88501519792864,30.801376753915363
126.460390.32,460390,190.0,103.87987,30.80216,500.0,103.87896279714371,30.797718565433396
126.460390.33,460390,310.0,103.87987,30.80216,500.0,103.87586759392987,30.805058875005994
126.460391.31,460391,40.0,103.905,30.7974,500.0,103.90835827128903,30.80085477725542
126.460391.32,460391,110.0,103.905,30.7974,500.0,103.9099092102137,30.795857413318544
126.460391.33,460391,320.0,103.905,30.7974,500.0,103.90164172871097,30.800854777255417
126.460392.31,460392,90.0,103.92305,30.80156,500.0,103.92827458080694,30.80155989470776
126.460392.32,460392,210.0,103.92305,30.80156,500.0,103.92043781522214,30.797654244259906
126.460392.33,460392,330.0,103.92305,30.80156,500.0,103.92043760395252,30.80546570073802
126.460393.31,460393,0.0,103.88571,30.7984,500.0,103.88571,30.802909947131383
126.460393.32,460393,100.0,103.88571,30.7984,500.0,103.89085499765238,30.797616753475772
126.460393.33,460393,280.0,103.88571,30.7984,500.0,103.88056491892391,30.79918304222042
126.460394.31,460394,30.0,103.89698,30.79211,500.0,103.89959214047225,30.796015706447836
126.460394.32,460394,180.0,103.89698,30.79211,500.0,103.89698,30.787600045347116
126.460394.33,460394,300.0,103.89698,30.79211,500.0,103.89245571728975,30.794364897206584
126.460395.31,460395,70.0,103.86367,30.80758,500.0,103.86857988450546,30.80912239793122
126.460395.32,460395,160.0,103.86367,30.80758,500.0,103.8654569448456,30.803342026786524
126.460395.33,460395,350.0,103.86367,30.80758,500.0,103.8627626627744,30.81202142145111
126.460404.31,460404,60.0,104.151827,30.824945,500.0,104.15635282158539,30.827199885667298
126.460404.32,460404,180.0,104.151827,30.824945,500.0,104.151827,30.820435068219457
126.460404.33,460404,300.0,104.151827,30.824945,500.0,104.14730117841461,30.827199885667298
126.460405.31,460405,90.0,104.18446,30.81063,500.0,104.1896850715352,30.810629894670054
126.460405.32,460405,230.0,104.18446,30.81063,500.0,104.18045748317779,30.807731003888815
126.460405.33,460405,350.0,104.18446,30.81063,500.0,104.18355263410848,30.815071419358215
126.460412.31,460412,20.0,104.17675,30.65244,500.0,104.17853424118177,30.656678047283766
126.460412.32,460412,130.0,104.17675,30.65244,500.0,104.18074598579993,30.64954093354799
126.460412.33,460412,240.0,104.17675,30.65244,500.0,104.17223244464955,30.65018489599563
126.460425.1,460425,60.0,104.182777,30.654166,500.0,104.18729484531532,30.656420945606385
126.460425.2,460425,190.0,104.182777,30.654166,500.0,104.18187118184214,30.649724464081707
126.460425.31,460425,60.0,104.182777,30.654166,500.0,104.18729484531532,30.656420945606385
126.460425.32,460425,190.0,104.182777,30.654166,500.0,104.18187118184214,30.649724464081707
126.460425.33,460425,310.0,104.182777,30.654166,500.0,104.17878070473712,30.657064941533346
126.460427.31,460427,60.0,104.15924,30.81592,500.0,104.16376539835899,30.818174888839685
126.460427.32,460427,180.0,104.15924,30.81592,500.0,104.15924,30.811410061931376
126.460427.33,460427,300.0,104.15924,30.81592,500.0,104.154714601641,30.818174888839685
126.460428.1,460428,60.0,104.17792,30.81484,500.0,104.18244534772535,30.817094889219284
126.460428.2,460428,180.0,104.17792,30.81484,500.0,104.17792,30.810330061178977
126.460428.3,460428,300.0,104.17792,30.81484,500.0,104.17339465227465,30.817094889219284
126.460428.31,460428,60.0,104.17792,30.81484,500.0,104.18244534772535,30.817094889219284
126.460428.32,460428,180.0,104.17792,30.81484,500.0,104.17792,30.810330061178977
126.460428.33,460428,300.0,104.17792,30.81484,500.0,104.17339465227465,30.817094889219284
126.460429.1,460429,60.0,104.17432,30.82461,500.0,104.17884580587217,30.826864885785067
126.460429.31,460429,60.0,104.17432,30.82461,500.0,104.17884580587217,30.826864885785067
126.460429.32,460429,180.0,104.17432,30.82461,500.0,104.17432,30.820100067986033
126.460429.33,460429,300.0,104.17432,30.82461,500.0,104.16979419412782,30.826864885785067
126.460430.31,460430,60.0,104.159628,30.82571,500.0,104.16415385746878,30.827964885398366
126.460430.32,460430,180.0,104.159628,30.82571,500.0,104.159628,30.821200068752514
126.460430.33,460430,300.0,104.159628,30.82571,500.0,104.15510214253122,30.827964885398366
126.460431.31,460431,60.0,104.16876,30.81575,500.0,104.17328539038871,30.818004888899438
126.460431.32,460431,180.0,104.16876,30.81575,500.0,104.16876,30.81124006181293
126.460431.33,460431,300.0,104.16876,30.81575,500.0,104.1642346096113,30.818004888899438
126.460435.1,460435,40.0,103.98186,30.82354,500.0,103.98521918073548,30.82699476326027
126.460435.2,460435,160.0,103.98186,30.82354,500.0,103.98364724026055,30.81930203722719
126.460435.3,460435,280.0,103.98186,30.82354,500.0,103.97671357901991,30.824323039077804
126.460435.31,460435,40.0,103.981742,30.823648,500.0,103.98510118449542,30.827102763202433
126.460435.32,460435,160.0,103.981742,30.823648,500.0,103.9835292422604,30.81941003729785
126.460435.33,460435,280.0,103.981742,30.823648,500.0,103.97659557326011,30.8244310390643
126.460435.34,460435,40.0,103.981742,30.823648,500.0,103.98510118449542,30.827102763202433
126.460435.35,460435,160.0,103.981742,30.823648,500.0,103.9835292422604,30.81941003729785
126.460435.36,460435,280.0,103.981742,30.823648,500.0,103.97659557326011,30.8244310390643
126.460440.31,460440,60.0,104.277757,30.55607,500.0,104.28227029453284,30.55832497994765
126.460440.32,460440,180.0,104.277757,30.55607,500.0,104.277757,30.551559881343447
126.460440.33,460440,300.0,104.277757,30.55607,500.0,104.27324370546715,30.55832497994765
126.460443.31,460443,60.0,103.935,30.6021,500.0,103.93951542712496,30.60435496384159
126.460443.32,460443,180.0,103.935,30.6021,500.0,103.935,30.597589913267793
126.460443.33,460443,300.0,103.935,30.6021,500.0,103.93048457287505,30.60435496384159
126.460444.1,460444,60.0,104.02377,30.54096,500.0,104.02828259555326,30.54321498523159
126.460444.31,460444,60.0,104.023793,30.540983,500.0,104.02830559661682,30.54323798522355
126.460444.32,460444,180.0,104.023793,30.540983,500.0,104.023793,30.53647287088591
126.460444.33,460444,300.0,104.023793,30.540983,500.0,104.01928040338318,30.54323798522355
126.460445.31,460445,70.0,103.947085,30.596173,500.0,103.95198419139167,30.59771544897381
126.460445.32,460445,190.0,103.947085,30.596173,500.0,103.94617972165264,30.591731424443665
126.460445.33,460445,310.0,103.947085,30.596173,500.0,103.94309108697347,30.599071967551748
126.460446.31,460446,60.0,103.989612,30.576028,500.0,103.99412621859136,30.578282972966022
126.460446.32,460446,200.0,103.989612,30.576028,500.0,103.98782931461426,30.571789875664713
126.460446.33,460446,300.0,103.989612,30.576028,500.0,103.98509778140863,30.578282972966022
126.460448.1,460448,60.0,104.174454,30.806353,500.0,104.17897894992461,30.808607892202005
126.460448.31,460448,60.0,104.174454,30.806353,500.0,104.17897894992461,30.808607892202005
126.460448.32,460448,0.0,104.174454,30.806353,500.0,104.174454,30.81086294159161
126.460448.33,460448,0.0,104.174454,30.806353,500.0,104.174454,30.81086294159161
126.460449.31,460449,50.0,104.129473,30.797148,500.0,104.13347519837721,30.80004687726207
126.460449.32,460449,180.0,104.129473,30.797148,500.0,104.129473,30.79263804885559
126.460449.33,460449,290.0,104.129473,30.797148,500.0,104.12456364581627,30.79869040045474
126.460450.31,460450,30.0,104.164358,30.831538,500.0,104.16697120760416,30.835443682618184
126.460450.32,460450,150.0,104.164358,30.831538,500.0,104.16697099601777,30.8276322623161
126.460450.33,460450,270.0,104.164358,30.831538,500.0,104.15913179639648,30.83153789458312
126.460451.31,460451,160.0,104.242712,30.564202,500.0,104.24449446916921,30.559963867964395
126.460451.32,460451,200.0,104.242712,30.564202,500.0,104.24092953083078,30.559963867964395
126.460451.33,460451,300.0,104.242712,30.564202,500.0,104.23819832906608,30.56645697710326
126.460451.34,460451,160.0,104.242712,30.564202,500.0,104.24449446916921,30.559963867964395
126.460451.35,460451,200.0,104.242712,30.564202,500.0,104.24092953083078,30.559963867964395
126.460451.36,460451,300.0,104.242712,30.564202,500.0,104.23819832906608,30.56645697710326
126.460452.31,460452,60.0,104.233073,30.554557,500.0,104.23758622451847,30.55681198047681
126.460452.32,460452,180.0,104.233073,30.554557,500.0,104.233073,30.55004688029458
126.460452.33,460452,300.0,104.233073,30.554557,500.0,104.22855977548154,30.55681198047681
126.460452.34,460452,60.0,104.233073,30.554557,500.0,104.23758622451847,30.55681198047681
126.460452.35,460452,180.0,104.233073,30.554557,500.0,104.233073,30.55004688029458
126.460452.36,460452,300.0,104.233073,30.554557,500.0,104.22855977548154,30.55681198047681
126.460453.31,460453,60.0,104.216697,30.55387,500.0,104.22121019272916,30.55612498071708
126.460453.32,460453,180.0,104.216697,30.55387,500.0,104.216697,30.54935987981833
126.460453.33,460453,300.0,104.216697,30.55387,500.0,104.21218380727083,30.55612498071708
126.460453.34,460453,60.0,104.216697,30.55387,500.0,104.22121019272916,30.55612498071708
